"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Neil3",2.76273324908835e-81,0.457428160600877,0.308,0.067,3.99435973153194e-77,"3","Neil3"
"H2afz.2",8.29356688761271e-79,0.608672420788659,0.899,0.585,1.19908390061105e-74,"3","H2afz"
"Ccnb2.3",8.32047179648045e-78,0.616957380500671,0.492,0.173,1.20297381233514e-73,"3","Ccnb2"
"2810417H13Rik.3",2.44214044361529e-77,0.604552078966513,0.647,0.274,3.53084665337898e-73,"3","2810417H13Rik"
"Ccnf.3",3.37979988278047e-77,0.502077014733213,0.408,0.119,4.886514670524e-73,"3","Ccnf"
"Kif14.3",9.39570951094956e-77,0.49469690624404,0.378,0.103,1.35843168109309e-72,"3","Kif14"
"Melk.2",1.10192246700962e-75,0.553960289280814,0.427,0.137,1.59315950280251e-71,"3","Melk"
"Ckap5.3",2.95094412611302e-75,0.591918123297774,0.657,0.299,4.2664750175342e-71,"3","Ckap5"
"Tubb4b.3",4.13549851393976e-74,0.598862423610401,0.805,0.437,5.97910375145411e-70,"3","Tubb4b"
"Nuf2.3",7.01806645535065e-74,0.521060608229402,0.454,0.153,1.0146720481146e-69,"3","Nuf2"
"Foxm1.3",2.98549600146044e-72,0.497312417293016,0.4,0.122,4.31643011891151e-68,"3","Foxm1"
"Hist1h2af",3.04001562775729e-72,0.337591010844443,0.237,0.044,4.39525459461149e-68,"3","Hist1h2af"
"Sgol1.3",1.33014744075312e-71,0.467006765930752,0.37,0.107,1.92312716984086e-67,"3","Sgol1"
"Nsg2.3",2.28229749908286e-71,0.579019862336462,0.57,0.228,3.29974572417399e-67,"3","Nsg2"
"Kif18b",2.80485046767616e-71,0.405976147051041,0.277,0.061,4.05525280616619e-67,"3","Kif18b"
"Cdca5.3",3.25718903256868e-71,0.505649653745004,0.395,0.122,4.7092439032878e-67,"3","Cdca5"
"Spc25.2",4.07108534174449e-71,0.463281155784424,0.341,0.092,5.88597518709418e-67,"3","Spc25"
"Ezh2.3",6.51326066534039e-71,0.645592634857727,0.696,0.373,9.41687226994913e-67,"3","Ezh2"
"Bub1.3",1.13542347687749e-70,0.482068875540922,0.429,0.14,1.64159526286948e-66,"3","Bub1"
"Prr11.3",2.41669101540805e-70,0.481506137747625,0.356,0.1,3.49405187007696e-66,"3","Prr11"
"Cdc20.3",1.36768249797991e-69,0.605649501995914,0.418,0.137,1.97739535557935e-65,"3","Cdc20"
"Hist2h2ac.3",9.80539629413067e-69,0.492943052408373,0.38,0.115,1.41766419620541e-64,"3","Hist2h2ac"
"Esco2.3",1.47381455454455e-68,0.465223921784471,0.366,0.109,2.13084108296051e-64,"3","Esco2"
"Cdk1.3",1.69984016363015e-68,0.494548166375451,0.45,0.156,2.45762890857647e-64,"3","Cdk1"
"Spc24.3",1.5333366050776e-67,0.543955895474366,0.487,0.188,2.21689806362119e-63,"3","Spc24"
"Ift80.3",6.41917367294032e-67,0.589981827702436,0.652,0.31,9.28084129633711e-63,"3","Ift80"
"Xist.1",6.83687371337497e-67,0.606981718759808,0.896,0.644,9.88475201479753e-63,"3","Xist"
"Rad21.3",3.89998032181662e-66,0.558197260647366,0.847,0.544,5.63859154928247e-62,"3","Rad21"
"Kntc1.1",1.08275396873084e-64,0.529132541042276,0.445,0.16,1.56544568799105e-60,"3","Kntc1"
"Tcf7.2",1.98248803222644e-64,0.56427676416859,0.729,0.373,2.86628119699298e-60,"3","Tcf7"
"RP23-45G16.5",5.38657501636013e-64,0.413519075361021,0.319,0.088,7.78791015865347e-60,"3","RP23-45G16.5"
"Sgol2.3",7.09226326758786e-64,0.430034996883913,0.324,0.09,1.02539942322785e-59,"3","Sgol2"
"Shcbp1.3",1.74725910753894e-63,0.480311155047737,0.368,0.117,2.52618721767981e-59,"3","Shcbp1"
"Fbxo5.3",9.8744713227972e-63,0.519098113668758,0.476,0.183,1.42765106385002e-58,"3","Fbxo5"
"Aurkb.3",1.2917788406308e-62,0.422088554788612,0.361,0.111,1.86765384778401e-58,"3","Aurkb"
"Anln.3",3.11369489717867e-62,0.464906722234689,0.328,0.095,4.50178008234092e-58,"3","Anln"
"Stil.3",1.39670741481483e-61,0.450176619239013,0.36,0.112,2.01935958033928e-57,"3","Stil"
"Tyms.3",5.03135121471331e-61,0.589694962627543,0.571,0.258,7.2743275862325e-57,"3","Tyms"
"Diap3.3",1.3758057524986e-60,0.473022704707176,0.432,0.159,1.98913995696248e-56,"3","Diap3"
"Hist1h2ai",3.40020987132887e-60,0.4016615906777,0.297,0.081,4.91602343196728e-56,"3","Hist1h2ai"
"Asf1b.3",1.00043759580467e-59,0.486094495843497,0.529,0.227,1.44643267601439e-55,"3","Asf1b"
"Ncapg2.3",1.61435083296996e-59,0.551499800308418,0.556,0.245,2.33402843430797e-55,"3","Ncapg2"
"Kif20b.3",2.10035954755531e-59,0.540117636283131,0.403,0.142,3.03669983385546e-55,"3","Kif20b"
"Trim59",5.4157578030797e-59,0.530722042411665,0.561,0.258,7.83010263169264e-55,"3","Trim59"
"Ect2.3",1.38049192066791e-58,0.450542017921675,0.37,0.122,1.99591521890167e-54,"3","Ect2"
"Aurka.3",3.58034291788226e-58,0.420860519497844,0.343,0.107,5.17645979067417e-54,"3","Aurka"
"Hist1h1a.3",2.47550598643812e-57,0.471641096983753,0.387,0.132,3.57908655519224e-53,"3","Hist1h1a"
"Kifc1",5.24370812178914e-57,0.369053641398628,0.339,0.105,7.58135320248273e-53,"3","Kifc1"
"Ckap2.3",5.55059055636767e-57,0.434567773705203,0.345,0.11,8.02504382639637e-53,"3","Ckap2"
"Hist2h2bb.3",9.81562941426996e-57,0.475890954208336,0.356,0.116,1.41914370071515e-52,"3","Hist2h2bb"
"Hmgn2.3",1.14300942794812e-56,0.46176370945306,0.479,0.198,1.65256303092739e-52,"3","Hmgn2"
"Atad2.3",1.74832059130739e-56,0.615270660533536,0.677,0.38,2.52772191091222e-52,"3","Atad2"
"Smc1a.1",1.85234240530361e-56,0.560723370419657,0.793,0.51,2.67811664958796e-52,"3","Smc1a"
"Arl6ip1.3",2.05358691811992e-56,0.61342455528057,0.844,0.631,2.96907596621778e-52,"3","Arl6ip1"
"Rrm2.3",1.70681282079338e-55,0.46131082899431,0.659,0.31,2.46770997630307e-51,"3","Rrm2"
"Fam64a",9.16121035908727e-55,0.354416154258933,0.215,0.047,1.32452779371684e-50,"3","Fam64a"
"Gen1",1.02058897105602e-54,0.396603228207083,0.267,0.072,1.4755675343528e-50,"3","Gen1"
"Ttk",1.17119643659134e-54,0.365244609772685,0.287,0.082,1.69331580802376e-50,"3","Ttk"
"Mad2l1.3",2.17463646573254e-54,0.448012740943054,0.472,0.194,3.14408940215611e-50,"3","Mad2l1"
"Iqgap3",1.01092260747715e-53,0.276021268300585,0.166,0.028,1.46159190589047e-49,"3","Iqgap3"
"Dek.3",1.33741672134282e-53,0.518159638483068,0.761,0.473,1.93363709571744e-49,"3","Dek"
"Dlgap5.3",2.32594503648467e-53,0.496674024087841,0.454,0.183,3.36285133374953e-49,"3","Dlgap5"
"Ccng2.1",2.41414160561886e-53,0.448501923936861,0.37,0.129,3.49036593340374e-49,"3","Ccng2"
"Nsmce1.1",6.82305417664785e-53,0.474240860052103,0.602,0.297,9.86477172859746e-49,"3","Nsmce1"
"Brip1.1",6.85437419431143e-53,0.454030165454503,0.328,0.108,9.91005421013546e-49,"3","Brip1"
"Knstrn.3",7.57583163175369e-53,0.503661150289624,0.41,0.16,1.09531373731895e-48,"3","Knstrn"
"Nucks1.3",1.14200386297144e-51,0.482886109457891,0.8,0.528,1.65110918508411e-47,"3","Nucks1"
"Hist1h2an.3",3.9074490756655e-51,0.357422735504222,0.311,0.097,5.64938987359717e-47,"3","Hist1h2an"
"Cep55.3",4.27401762662544e-51,0.42314769900602,0.378,0.138,6.17937468457506e-47,"3","Cep55"
"Cdkn2c.3",6.41618873096177e-51,0.357397667536325,0.358,0.121,9.27652566722453e-47,"3","Cdkn2c"
"Lmnb1.3",2.00020886778817e-50,0.413474994756568,0.834,0.503,2.89190198104813e-46,"3","Lmnb1"
"Cenpi",2.19074989621316e-50,0.288128914641074,0.225,0.055,3.16738619994499e-46,"3","Cenpi"
"Clspn.3",3.78345645005116e-50,0.518634564353537,0.455,0.198,5.47012133548396e-46,"3","Clspn"
"Cdkn2d.1",1.25493650258131e-49,0.388041996828035,0.36,0.126,1.81438719543206e-45,"3","Cdkn2d"
"Cenpn",1.2962826227149e-47,0.31492592145564,0.247,0.069,1.8741654159212e-43,"3","Cenpn"
"Brd8",1.52997018713715e-47,0.413105193209499,0.519,0.241,2.21203089656289e-43,"3","Brd8"
"Kif18a",2.05073648104133e-47,0.343713792299609,0.25,0.071,2.96495480428955e-43,"3","Kif18a"
"Rangap1.3",5.99775746966455e-47,0.440909476822607,0.79,0.5,8.67155774964101e-43,"3","Rangap1"
"Aldoa.2",1.73799952749043e-46,-0.657007782116244,0.331,0.603,2.51279971684566e-42,"3","Aldoa"
"Hist1h3b",1.60658037513995e-45,0.2684859636572,0.208,0.052,2.32279390637734e-41,"3","Hist1h3b"
"Parpbp",1.89943090514745e-45,0.337800778714286,0.24,0.068,2.74619720266219e-41,"3","Parpbp"
"Tcf19.2",6.61704746420399e-45,0.459487550692126,0.422,0.18,9.56692722374613e-41,"3","Tcf19"
"Nek2.3",1.66948241675599e-44,0.38363053412188,0.365,0.139,2.41373767814581e-40,"3","Nek2"
"Tk1.3",2.08131259733035e-44,0.472199409777088,0.455,0.207,3.00916175322022e-40,"3","Tk1"
"D17H6S56E-5.3",2.48351445448527e-44,0.52799600846402,0.575,0.305,3.59066519829481e-40,"3","D17H6S56E-5"
"Ptms",2.79893249269739e-44,0.500840862584547,0.526,0.266,4.04669659794189e-40,"3","Ptms"
"Zranb3",6.03665754721667e-44,0.330907115093866,0.198,0.049,8.72779948176587e-40,"3","Zranb3"
"Hist1h3e",6.77020307910004e-44,0.303591240910861,0.245,0.072,9.78835961176284e-40,"3","Hist1h3e"
"Treml2.2",7.10215506323494e-44,0.442781673648346,0.432,0.181,1.02682957904251e-39,"3","Treml2"
"Whsc1.3",7.73093392250003e-44,0.454584452544983,0.728,0.424,1.11773842651505e-39,"3","Whsc1"
"Brca1.1",1.24575315740045e-43,0.494133501753004,0.371,0.152,1.80110991496957e-39,"3","Brca1"
"Ncapd3.1",1.41169444826588e-43,0.475442621395708,0.462,0.218,2.04102783330281e-39,"3","Ncapd3"
"Ska1",2.83585383810652e-43,0.304983750875308,0.255,0.078,4.1000774791344e-39,"3","Ska1"
"Cenpa.3",5.35387343920701e-43,0.434117228105745,0.432,0.188,7.7406302184055e-39,"3","Cenpa"
"C330027C09Rik.3",5.95175808094392e-43,0.460791551979771,0.425,0.189,8.60505183342872e-39,"3","C330027C09Rik"
"Ifnar2",8.06535674127433e-43,0.452953439416818,0.383,0.159,1.16608927765344e-38,"3","Ifnar2"
"Ccni",1.16362561501326e-42,0.481823203410637,0.624,0.371,1.68236991418617e-38,"3","Ccni"
"Asap1.2",2.26828896598988e-42,0.367830300946072,0.392,0.155,3.27949218702816e-38,"3","Asap1"
"Ska3",2.72054323886791e-42,0.299920635942436,0.237,0.069,3.93336141475523e-38,"3","Ska3"
"Rbl1.1",3.1312690904589e-42,0.434320154600142,0.523,0.268,4.52718885098548e-38,"3","Rbl1"
"Mastl",3.91811536631631e-42,0.30680476435158,0.213,0.058,5.66481119662012e-38,"3","Mastl"
"Anapc5.2",4.78074371549664e-42,0.428204420586489,0.792,0.512,6.91199926386504e-38,"3","Anapc5"
"Dnah8",5.89385757147469e-42,0.466753958574637,0.464,0.214,8.5213392768381e-38,"3","Dnah8"
"Brca2.1",1.90986184449887e-41,0.441944220769952,0.323,0.122,2.76127825477646e-37,"3","Brca2"
"Dnmt1.3",2.39170130706581e-41,0.462967542234289,0.793,0.542,3.45792174975575e-37,"3","Dnmt1"
"Cbx5.2",2.84335312069909e-41,0.436712987836921,0.703,0.424,4.11091994190675e-37,"3","Cbx5"
"Fancd2",4.43500563705614e-41,0.357869250975581,0.267,0.088,6.41213115005577e-37,"3","Fancd2"
"Icos.3",2.27085069529469e-40,-1.04504796569574,0.301,0.539,3.28319593525706e-36,"3","Icos"
"Pole.1",2.58611056771729e-40,0.403039583828846,0.481,0.232,3.73899865880565e-36,"3","Pole"
"Ccnd2.1",1.76933847955251e-39,-0.609571388780637,0.632,0.774,2.55810957373701e-35,"3","Ccnd2"
"Calm2.2",2.11562566707195e-39,0.443007058419431,0.634,0.385,3.05877158945262e-35,"3","Calm2"
"Lig1.2",2.59307505420508e-39,0.479946169692218,0.694,0.413,3.74906791336971e-35,"3","Lig1"
"Ttf2.3",5.60769752426135e-39,0.418083537571109,0.412,0.185,8.10760908057706e-35,"3","Ttf2"
"Lbr.3",5.98180534304355e-39,0.378040630737224,0.773,0.495,8.64849416497236e-35,"3","Lbr"
"Nsl1",6.93024329793344e-39,0.278032923305246,0.218,0.064,1.00197457601522e-34,"3","Nsl1"
"Fzr1.1",7.56107045722491e-39,0.373753718014261,0.368,0.155,1.09317956670558e-34,"3","Fzr1"
"Cks1b.1",7.83270138094775e-39,0.339160024920458,0.304,0.112,1.13245196565743e-34,"3","Cks1b"
"Tuba1c.3",1.13699233615331e-38,0.437481291066973,0.533,0.276,1.64386351961045e-34,"3","Tuba1c"
"Ncaph2.3",1.16458633235172e-38,0.407095353358367,0.704,0.434,1.68375891931412e-34,"3","Ncaph2"
"S100a4.3",1.68377985282847e-38,-1.0774125950862,0.045,0.293,2.43440891121941e-34,"3","S100a4"
"Anp32e.3",1.98519519372406e-38,0.395926756810979,0.805,0.553,2.87019521108624e-34,"3","Anp32e"
"E2f8.3",2.64329384448959e-38,0.3349924028288,0.348,0.138,3.82167424036305e-34,"3","E2f8"
"Zwilch",3.68796629835508e-38,0.32810934428745,0.262,0.09,5.33206167416178e-34,"3","Zwilch"
"Rad51.3",3.71139949972367e-38,0.371080629269521,0.429,0.193,5.36594139670048e-34,"3","Rad51"
"Pmf1.2",4.51137726127747e-38,0.380909685292183,0.434,0.204,6.52254924435497e-34,"3","Pmf1"
"Kpna2.3",1.21297234093892e-37,0.366364846044373,0.373,0.156,1.75371541052949e-33,"3","Kpna2"
"Ptma.2",7.33968161254492e-37,0.377789389428719,0.906,0.752,1.06117116754174e-32,"3","Ptma"
"Tnfaip8l1",1.17766999922215e-36,0.295221823756722,0.212,0.063,1.70267528487539e-32,"3","Tnfaip8l1"
"1700025G04Rik",1.4341683005144e-36,0.258106485058894,0.203,0.058,2.07352052888371e-32,"3","1700025G04Rik"
"Rfwd3.1",4.03067235275762e-36,0.410440889939067,0.482,0.251,5.82754608761697e-32,"3","Rfwd3"
"Pola1.2",8.51463735188022e-36,0.42410389413601,0.472,0.243,1.23104626833484e-31,"3","Pola1"
"Dsn1",8.62513277458097e-36,0.261534126627352,0.255,0.087,1.24702169654892e-31,"3","Dsn1"
"Tbc1d4.3",1.14363017080123e-35,0.37976598684557,0.487,0.235,1.65346050094442e-31,"3","Tbc1d4"
"Syne2",1.15298429092643e-35,0.328721797637391,0.195,0.055,1.66698468782143e-31,"3","Syne2"
"Maf.3",1.21479229351262e-35,-0.84501861775596,0.143,0.391,1.75634669796054e-31,"3","Maf"
"2700094K13Rik.3",2.89470488683882e-35,0.373658133702752,0.57,0.314,4.18516432539156e-31,"3","2700094K13Rik"
"Cdk5rap2",3.02707084181001e-35,0.365085819450166,0.351,0.149,4.37653902308891e-31,"3","Cdk5rap2"
"Ahnak.3",4.99118755217283e-35,-0.847353424843459,0.466,0.638,7.21625896293147e-31,"3","Ahnak"
"Ccdc34",5.79219633565208e-35,0.276867494226726,0.239,0.08,8.37435746208577e-31,"3","Ccdc34"
"Hn1.1",6.97589521913864e-35,0.414635664569894,0.684,0.459,1.00857493078306e-30,"3","Hn1"
"Gpsm2.3",9.30130519719518e-35,0.324192285569297,0.277,0.103,1.34478270541048e-30,"3","Gpsm2"
"Rps20.3",1.08705282406027e-34,0.312135070613945,0.966,0.921,1.57166097302634e-30,"3","Rps20"
"Csrp1.1",4.3351347673858e-34,0.390877976866808,0.558,0.316,6.26773784668638e-30,"3","Csrp1"
"Rad51ap1",5.59301272594624e-34,0.288986544154911,0.237,0.081,8.08637779917308e-30,"3","Rad51ap1"
"S100a6.2",1.39773642161868e-33,-0.807276599882764,0.057,0.281,2.02084731837629e-29,"3","S100a6"
"Cep128",1.4617972484653e-33,0.301297358929349,0.224,0.073,2.11346646183113e-29,"3","Cep128"
"Dbf4.3",1.52565149892699e-33,0.351111263236759,0.366,0.167,2.20578693714864e-29,"3","Dbf4"
"Smc6.1",1.85280330592843e-33,0.42264383921144,0.62,0.386,2.67878301971132e-29,"3","Smc6"
"Hmgb1.3",5.27094069147518e-33,0.382782121493395,0.548,0.314,7.62072605173481e-29,"3","Hmgb1"
"Chtf18",8.52987886626337e-33,0.284745055073939,0.239,0.084,1.23324988648436e-28,"3","Chtf18"
"Slc43a3.1",8.61543065305452e-33,0.324059369408336,0.345,0.148,1.24561896381862e-28,"3","Slc43a3"
"Rdm1",1.55912147413549e-32,0.303087714691888,0.247,0.089,2.25417782730509e-28,"3","Rdm1"
"Ticrr.1",3.76547985408227e-32,0.291690471758388,0.279,0.108,5.44413077303215e-28,"3","Ticrr"
"Uhrf1.2",7.81919982549894e-32,0.354911131608293,0.659,0.378,1.13049991077064e-27,"3","Uhrf1"
"Zw10.1",1.28881268319935e-31,0.301324472808806,0.378,0.175,1.86336537736962e-27,"3","Zw10"
"Hnrnpa3.1",2.60152293536395e-31,0.337350747783768,0.871,0.698,3.76128185994919e-27,"3","Hnrnpa3"
"Bard1.2",3.21319173732303e-31,0.304195469258827,0.319,0.135,4.64563261382164e-27,"3","Bard1"
"Pbk.2",4.56195440972866e-31,0.279384085380078,0.266,0.102,6.59567368558569e-27,"3","Pbk"
"Sun2",6.80775295192553e-31,0.38622097255032,0.733,0.514,9.84264921789394e-27,"3","Sun2"
"Anp32b.1",9.93550700729716e-31,0.359707777399735,0.82,0.627,1.43647560311502e-26,"3","Anp32b"
"Ly6a.2",1.64861197069094e-30,-0.844429322755848,0.187,0.405,2.38356318722496e-26,"3","Ly6a"
"Clic1.3",2.9483504992214e-30,0.34193120711441,0.797,0.6,4.26272515177429e-26,"3","Clic1"
"E2f2.3",7.89346694022797e-30,0.390613101056634,0.565,0.33,1.14123745021816e-25,"3","E2f2"
"Igf2r.3",9.43502116877902e-30,0.363186704231012,0.682,0.458,1.36411536058207e-25,"3","Igf2r"
"Cdc25b.3",9.84549450394581e-30,0.325330213279553,0.474,0.244,1.42346159538048e-25,"3","Cdc25b"
"Bub3.3",4.31484493475173e-29,0.367696801816113,0.497,0.283,6.23840280666405e-25,"3","Bub3"
"Miip",9.69437040729162e-29,0.294530583280113,0.282,0.116,1.40161207348622e-24,"3","Miip"
"Odf2.1",1.05809103634955e-28,0.334727286011547,0.373,0.18,1.52978802035419e-24,"3","Odf2"
"Srgn.1",1.13974943088212e-28,-0.654333023597163,0.548,0.688,1.64784972716937e-24,"3","Srgn"
"Haus4.2",1.30697869415626e-28,0.28702976057582,0.328,0.147,1.88962979601112e-24,"3","Haus4"
"Sod1.1",1.77406653606116e-28,0.320198825248923,0.812,0.634,2.56494539783723e-24,"3","Sod1"
"Evl.2",5.28153639138533e-28,0.255487976339317,0.494,0.255,7.63604531466491e-24,"3","Evl"
"Dnajc9.2",7.48492462124481e-28,0.358523002520686,0.627,0.41,1.08217040173957e-23,"3","Dnajc9"
"Fignl1.2",2.26536920928699e-27,0.319684145529388,0.385,0.195,3.27527080278712e-23,"3","Fignl1"
"Nde1",4.69615193955225e-27,0.294709296903898,0.393,0.197,6.78969647420465e-23,"3","Nde1"
"Hnrnpul1.1",1.05867322787547e-26,0.352715654767605,0.797,0.62,1.53062975286235e-22,"3","Hnrnpul1"
"Cdk19",1.497476503173e-26,0.309381861782493,0.429,0.225,2.16505152828752e-22,"3","Cdk19"
"Ddx21.2",2.44356968832654e-26,-0.533918186058124,0.45,0.603,3.53291305538251e-22,"3","Ddx21"
"Mns1",3.38983188450754e-26,0.287207155976221,0.257,0.108,4.90101893862101e-22,"3","Mns1"
"Lgals3.3",6.69788688411927e-26,-0.789577803411268,0.012,0.18,9.68380485705964e-22,"3","Lgals3"
"Plk4.3",7.77688521979965e-26,0.299561805802152,0.348,0.17,1.12438206507863e-21,"3","Plk4"
"Polh",1.13791910980733e-25,0.257972737574999,0.289,0.128,1.64520344895944e-21,"3","Polh"
"Sell.1",1.86959360777717e-25,0.369128611616805,0.787,0.59,2.70305843812424e-21,"3","Sell"
"Ncoa7.2",2.21254835951244e-25,0.301388542534473,0.368,0.184,3.19890241818309e-21,"3","Ncoa7"
"G2e3",2.52224689179848e-25,0.255576400009846,0.237,0.095,3.64666455616225e-21,"3","G2e3"
"Pbrm1.1",1.03365264940809e-24,0.352182332637809,0.65,0.441,1.49445500051421e-20,"3","Pbrm1"
"Aff3.1",1.11246998494786e-24,0.257288186479914,0.316,0.144,1.60840910423762e-20,"3","Aff3"
"Cep57",1.39275262610868e-24,0.274837713296901,0.353,0.179,2.01364174682793e-20,"3","Cep57"
"Ercc6l.1",2.73997498353987e-24,0.261134743122445,0.267,0.118,3.96145583120194e-20,"3","Ercc6l"
"Cd96.2",3.49977453168363e-24,0.305975588749644,0.442,0.245,5.05997401790819e-20,"3","Cd96"
"Ube2s.3",3.90778607499856e-24,0.290054320233233,0.339,0.168,5.64987710723291e-20,"3","Ube2s"
"Trmt2b",6.90073346240984e-24,0.250087220026826,0.272,0.121,9.97708043995214e-20,"3","Trmt2b"
"Lphn1.1",8.65425349227937e-24,0.272400791719276,0.331,0.16,1.25123196991375e-19,"3","Lphn1"
"Naa40",1.49845709155389e-23,0.259133228177716,0.269,0.12,2.16646926296861e-19,"3","Naa40"
"Xpo1.2",1.67748034621813e-23,0.265292182533854,0.771,0.53,2.42530108456217e-19,"3","Xpo1"
"Ubb",1.978000205383e-23,0.35999159926146,0.748,0.6,2.85979269694275e-19,"3","Ubb"
"Suv39h1.1",2.00876558697416e-23,0.297002595328405,0.358,0.186,2.90427328564724e-19,"3","Suv39h1"
"Ctcf.1",2.78756905461834e-23,0.366684011923424,0.684,0.487,4.0302673391672e-19,"3","Ctcf"
"Pdcd4.2",2.85338385132377e-23,0.284983735633845,0.687,0.459,4.12542237224391e-19,"3","Pdcd4"
"Arl5a.3",2.87911009242548e-23,-0.676009285254299,0.23,0.409,4.16261737162876e-19,"3","Arl5a"
"Rbbp4.1",7.3577521845693e-23,0.322856624234399,0.694,0.5,1.06378381084503e-18,"3","Rbbp4"
"Mast2",1.05342234037801e-22,0.25773417374524,0.287,0.135,1.52303801971852e-18,"3","Mast2"
"Oxct1.1",1.21152147856592e-22,0.330521879812071,0.55,0.351,1.75161775371061e-18,"3","Oxct1"
"Oat",1.50240003718292e-22,0.281316289158248,0.313,0.154,2.17216997375906e-18,"3","Oat"
"Rad54l.1",1.5988252973999e-22,0.262980049898731,0.257,0.116,2.31158161498077e-18,"3","Rad54l"
"4632419I22Rik.3",1.62406195806608e-22,0.308769893729232,0.472,0.281,2.34806877897194e-18,"3","4632419I22Rik"
"Nrp1",2.14296153708445e-22,0.387660530667514,0.573,0.383,3.0982937903167e-18,"3","Nrp1"
"Ndrg3",2.59069411499363e-22,0.274361750911161,0.395,0.214,3.74562555145779e-18,"3","Ndrg3"
"Fen1.2",3.69624669283614e-22,0.292094538507515,0.503,0.301,5.34403346850249e-18,"3","Fen1"
"Pcnt",7.23105849367502e-22,0.296972998858513,0.425,0.244,1.04546643701553e-17,"3","Pcnt"
"Samd1.1",8.30863014433433e-22,0.384443651507781,0.445,0.274,1.20126174626786e-17,"3","Samd1"
"Prdm1.2",1.10242712537977e-21,-0.40043368893779,0.012,0.156,1.59388913787407e-17,"3","Prdm1"
"Tnfrsf1b.2",1.31011040853549e-21,-0.606493796106721,0.318,0.479,1.89415762866061e-17,"3","Tnfrsf1b"
"Prim1.1",2.23343619472719e-21,0.300156731686872,0.393,0.221,3.22910205033657e-17,"3","Prim1"
"Wdr76.1",2.43623491940323e-21,0.29519840569211,0.368,0.202,3.52230844647318e-17,"3","Wdr76"
"Ccnb1.3",2.71985828823926e-21,0.289715098456297,0.274,0.13,3.93237111313632e-17,"3","Ccnb1"
"Rgs10.2",2.99513632793239e-21,0.256431490965945,0.689,0.472,4.33036810292465e-17,"3","Rgs10"
"Neb.3",4.56953260454173e-21,-0.689604825961525,0.049,0.205,6.60663023964644e-17,"3","Neb"
"Stag2",4.97920308512546e-21,0.308202980859159,0.65,0.465,7.19893182047439e-17,"3","Stag2"
"Prdx4.3",8.63434317780881e-21,0.276457937826591,0.427,0.245,1.2483533366476e-16,"3","Prdx4"
"Mcm7.2",9.12211762477255e-21,0.271447549510542,0.65,0.424,1.31887576618962e-16,"3","Mcm7"
"Tubg1.1",1.40931269764561e-20,0.258711045933415,0.318,0.162,2.03758429825602e-16,"3","Tubg1"
"Pcna.2",2.00338070088396e-20,0.348569573970986,0.687,0.506,2.89648781733803e-16,"3","Pcna"
"Eri1.1",3.55217861437763e-20,0.303690196427626,0.501,0.314,5.13573984066718e-16,"3","Eri1"
"Mybbp1a.3",4.32457042896208e-20,-0.586635513315092,0.345,0.491,6.25246392619337e-16,"3","Mybbp1a"
"Ccr2.3",4.61653110518764e-20,-0.652624130719887,0.012,0.146,6.67458067188029e-16,"3","Ccr2"
"Myo1f.2",4.97324832198978e-20,-0.401296018644077,0.034,0.18,7.19032242393283e-16,"3","Myo1f"
"Fam111a.2",5.64071518854538e-20,0.286065634955754,0.533,0.34,8.15534601959891e-16,"3","Fam111a"
"Anxa6.3",1.02817587872026e-19,-0.445746141559399,0.634,0.719,1.48653668545375e-15,"3","Anxa6"
"Sephs1.2",1.23498108345246e-19,0.277199847889866,0.403,0.235,1.78553565045556e-15,"3","Sephs1"
"Rad18",1.35549307772487e-19,0.256629956590915,0.304,0.157,1.95977189177462e-15,"3","Rad18"
"Pih1d1.1",1.46547143252196e-19,0.276095714316732,0.296,0.152,2.11877859714025e-15,"3","Pih1d1"
"Srsf3.2",1.61522374818763e-19,0.272072050175392,0.792,0.607,2.33529049512968e-15,"3","Srsf3"
