"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","color","pval_plot","avg_logFC_plot"
"Fibp",6.6546849571926e-05,0.0305454705245277,0.136,0.07,0.962134351110906,NA,"a",0.962134351110906,0.0305454705245277
"Rae1",6.66981830299763e-05,0.0321386406960772,0.306,0.195,0.964322330247397,NA,"a",0.964322330247397,0.0321386406960772
"Gtf3c1",6.67985971992517e-05,0.059481301678894,0.356,0.236,0.965774118306781,NA,"a",0.965774118306781,0.059481301678894
"Slc16a1",6.72607708827676e-05,0.066819207944534,0.295,0.188,0.972456225423054,NA,"a",0.972456225423054,0.066819207944534
"Coro7",6.73675548674994e-05,0.011661503043907,0.517,0.35,0.974000108274306,NA,"a",0.974000108274306,0.011661503043907
"Ngdn",6.75160018504667e-05,0.0318062041048853,0.336,0.216,0.976146354754047,NA,"a",0.976146354754047,0.0318062041048853
"Zbtb45",6.77055621672389e-05,0.052178556651361,0.138,0.071,0.97888701781394,NA,"a",0.97888701781394,0.052178556651361
"C1qtnf6",6.79125836203282e-05,0.0675878305582143,0.13,0.066,0.981880133982705,NA,"a",0.981880133982705,0.0675878305582143
"Rps16",6.79903005791057e-05,-0.184394098674276,0.783,0.733,0.98300376577271,NA,"a",0.98300376577271,-0.184394098674276
"Mki67",6.80705323470776e-05,0.109140564846201,0.908,0.798,0.984163756674048,NA,"a",0.984163756674048,0.109140564846201
"Vta1",6.81179106879082e-05,0.0206209993754003,0.202,0.115,0.984848752725777,NA,"a",0.984848752725777,0.0206209993754003
"Gle1",6.82565741840135e-05,0.0240141566643907,0.285,0.177,0.986853549552467,NA,"a",0.986853549552467,0.0240141566643907
"Atp2c1",6.8267070391981e-05,0.00783696131306338,0.283,0.172,0.987005303727261,NA,"a",0.987005303727261,0.00783696131306338
"Rpn1",6.84971906638761e-05,0.0580148178067783,0.626,0.442,0.99033238261832,NA,"a",0.99033238261832,0.0580148178067783
"Topors",6.88883451445382e-05,0.0469236917124489,0.264,0.164,0.995987694099734,NA,"a",0.995987694099734,0.0469236917124489
"Trmt1l",6.91330650374162e-05,0.0067850827049708,0.239,0.142,0.999525854310964,NA,"a",0.999525854310964,0.0067850827049708
"Eif5b",6.92222197062282e-05,0.0342245316370979,0.523,0.36,1,NA,"a",1,0.0342245316370979
"Mrpl36",6.92848002407235e-05,0.0285653103910025,0.223,0.133,1,NA,"a",1,0.0285653103910025
"Hmox2",6.96894588933881e-05,-0.00555776686277126,0.258,0.157,1,NA,"a",1,-0.00555776686277126
"1810009A15Rik",6.9799746239178e-05,0.0423048666613797,0.329,0.215,1,NA,"a",1,0.0423048666613797
"Ankrd11",6.99922478057317e-05,0.05176755009468,0.529,0.365,1,NA,"a",1,0.05176755009468
"Wdr46",7.01548092930781e-05,0.0460142456403245,0.233,0.14,1,NA,"a",1,0.0460142456403245
"Hist1h1c",7.01905830298646e-05,0.0390599434520118,0.394,0.268,1,NA,"a",1,0.0390599434520118
"Ralgapa1",7.02180841704473e-05,-0.00070234057553048,0.259,0.157,1,NA,"a",1,-0.00070234057553048
"Madd",7.0324493733388e-05,0.0399632977192091,0.452,0.305,1,NA,"a",1,0.0399632977192091
"Mcm3ap",7.03315588167082e-05,0.0358201157010611,0.282,0.173,1,NA,"a",1,0.0358201157010611
"1110057K04Rik",7.09020223355067e-05,0.0206445362753538,0.226,0.134,1,NA,"a",1,0.0206445362753538
"Ppp2r3c",7.09346193600305e-05,0.037145825641619,0.127,0.063,1,NA,"a",1,0.037145825641619
"Cebpg",7.16800427321044e-05,0.00721795800224712,0.327,0.206,1,NA,"a",1,0.00721795800224712
"Pola1",7.17245888520666e-05,0.0628238196542995,0.467,0.326,1,NA,"a",1,0.0628238196542995
"Fbxo5",7.17396214851463e-05,0.0397309421572727,0.452,0.302,1,NA,"a",1,0.0397309421572727
"Zfp280d",7.17495355908348e-05,0.0211311496496289,0.173,0.095,1,NA,"a",1,0.0211311496496289
"Trappc10",7.20377743258313e-05,0.0496010785933643,0.388,0.258,1,NA,"a",1,0.0496010785933643
"Cct3",7.21914767748712e-05,0.0933933567929226,0.748,0.582,1,NA,"a",1,0.0933933567929226
"Matr3",7.246435299637e-05,0.0485831392725691,0.662,0.465,1,NA,"a",1,0.0485831392725691
"Zmynd19",7.27707931420599e-05,0.073644832183312,0.255,0.159,1,NA,"a",1,0.073644832183312
"Chpf",7.27805021164009e-05,0.0426391706342161,0.118,0.057,1,NA,"a",1,0.0426391706342161
"Polr3c",7.33961159391882e-05,-0.00592615956996412,0.355,0.226,1,NA,"a",1,-0.00592615956996412
"Rprd2",7.35170036257844e-05,0.0209810710311727,0.294,0.183,1,NA,"a",1,0.0209810710311727
"Smim7",7.35787341339529e-05,0.0190560353083396,0.22,0.129,1,NA,"a",1,0.0190560353083396
"Stim1",7.37997963001393e-05,-0.00918674426996935,0.42,0.273,1,NA,"a",1,-0.00918674426996935
"Mrpl55",7.45661513073321e-05,0.055912374019151,0.158,0.085,1,NA,"a",1,0.055912374019151
"Ubn2",7.45758961263011e-05,0.0776432551136013,0.162,0.09,1,NA,"a",1,0.0776432551136013
"Ptpn12",7.46207267572704e-05,0.0831719201193152,0.171,0.096,1,NA,"a",1,0.0831719201193152
"Pgap2",7.48213769213045e-05,0.0363222293789089,0.111,0.052,1,NA,"a",1,0.0363222293789089
"Coq2",7.48869599106515e-05,0.0400972080573249,0.188,0.106,1,NA,"a",1,0.0400972080573249
"Med14",7.49904925032801e-05,-0.0100131292454012,0.345,0.221,1,NA,"a",1,-0.0100131292454012
"Mdc1",7.50464917889209e-05,0.0433740862054103,0.294,0.187,1,NA,"a",1,0.0433740862054103
"Ccnt2",7.50601759431143e-05,0.0621981518261517,0.162,0.09,1,NA,"a",1,0.0621981518261517
"Gramd3",7.51971050021502e-05,0.0243510863865267,0.17,0.094,1,NA,"a",1,0.0243510863865267
"Trim8",7.54682478149915e-05,0.0297507978525192,0.22,0.129,1,NA,"a",1,0.0297507978525192
"Grwd1",7.56084110703306e-05,0.0585318403965545,0.159,0.087,1,NA,"a",1,0.0585318403965545
"Irf4",7.56385040756813e-05,0.0465592982340178,0.392,0.262,1,NA,"a",1,0.0465592982340178
"Dcaf15",7.5661252299567e-05,0.0406628175690067,0.409,0.274,1,NA,"a",1,0.0406628175690067
"Papd5",7.56906841321969e-05,0.0386556869433125,0.258,0.158,1,NA,"a",1,0.0386556869433125
"Tspan31",7.56999367786391e-05,0.031487354853713,0.174,0.097,1,NA,"a",1,0.031487354853713
"R3hcc1l",7.58396083830285e-05,0.0372235037495153,0.158,0.085,1,NA,"a",1,0.0372235037495153
"Dot1l",7.59931072290876e-05,0.0239560011776915,0.323,0.205,1,NA,"a",1,0.0239560011776915
"Ap3m1",7.60928595255347e-05,0.00611839015157245,0.242,0.145,1,NA,"a",1,0.00611839015157245
"Tmx3",7.62766410531047e-05,0.0404052240018438,0.342,0.223,1,NA,"a",1,0.0404052240018438
"Trpc2",7.6300134056303e-05,0.0192938760181986,0.133,0.067,1,NA,"a",1,0.0192938760181986
"Rps25",7.63700797576455e-05,0.0507695765196813,0.562,0.392,1,NA,"a",1,0.0507695765196813
"Cog6",7.74296681293481e-05,0.0509734711537705,0.18,0.101,1,NA,"a",1,0.0509734711537705
"Ythdc2",7.79458292074042e-05,0.026321082530722,0.148,0.078,1,NA,"a",1,0.026321082530722
"Sdhaf2",7.79937912081262e-05,0.00823415604773059,0.279,0.172,1,NA,"a",1,0.00823415604773059
"Cdk17",7.82065558794325e-05,-0.00165928771099666,0.326,0.202,1,NA,"a",1,-0.00165928771099666
"Tmem214",7.82685991393971e-05,0.0397010922990579,0.208,0.121,1,NA,"a",1,0.0397010922990579
"Tspan32",7.84092140388844e-05,0.00490155298399242,0.458,0.307,1,NA,"a",1,0.00490155298399242
"Gosr1",7.84495236576857e-05,0.0576352948863816,0.173,0.097,1,NA,"a",1,0.0576352948863816
"Ticrr",7.9074532935926e-05,0.0701572112620424,0.232,0.142,1,NA,"a",1,0.0701572112620424
"Gtf2e2",7.91138350590069e-05,0.0335608860110057,0.158,0.085,1,NA,"a",1,0.0335608860110057
"Sbf1",7.91572885314738e-05,0.0479278450591776,0.539,0.37,1,NA,"a",1,0.0479278450591776
"Zdhhc6",7.94027064789128e-05,0.0480979828954575,0.208,0.121,1,NA,"a",1,0.0480979828954575
"Sap130",7.95258457644839e-05,0.036494096634186,0.233,0.139,1,NA,"a",1,0.036494096634186
"Appl1",7.96173298675508e-05,0.0230943356776118,0.362,0.236,1,NA,"a",1,0.0230943356776118
"Rnf123",7.96834605142993e-05,0.0222189793418256,0.192,0.109,1,NA,"a",1,0.0222189793418256
"Dusp11",7.97278439716827e-05,0.0417358234183453,0.485,0.327,1,NA,"a",1,0.0417358234183453
"Phlpp2",8.03164548177725e-05,0.0617480079935353,0.109,0.052,1,NA,"a",1,0.0617480079935353
"Tdg",8.05680034194292e-05,0.0420220020757486,0.189,0.107,1,NA,"a",1,0.0420220020757486
"Foxk2",8.08372683074041e-05,0.0291132943267088,0.288,0.182,1,NA,"a",1,0.0291132943267088
"Hells",8.08420715234937e-05,0.0512812434841894,0.589,0.425,1,NA,"a",1,0.0512812434841894
"Dnajc14",8.08958555279155e-05,0.0269330439617375,0.297,0.187,1,NA,"a",1,0.0269330439617375
"Sidt1",8.11849906882123e-05,0.0562932704830207,0.145,0.077,1,NA,"a",1,0.0562932704830207
"Ndc80",8.15537611699151e-05,0.0253667963185654,0.395,0.268,1,NA,"a",1,0.0253667963185654
"Ipo9",8.16859993926277e-05,0.0535062700511258,0.348,0.231,1,NA,"a",1,0.0535062700511258
"Polr2b",8.17688970998538e-05,0.0450893644535448,0.547,0.381,1,NA,"a",1,0.0450893644535448
"Spice1",8.19639959927267e-05,0.0443474416120183,0.139,0.072,1,NA,"a",1,0.0443474416120183
"Ap3d1",8.22630216223236e-05,0.00567139429795815,0.417,0.274,1,NA,"a",1,0.00567139429795815
"Emc1",8.2392872799726e-05,0.0532570384280598,0.173,0.096,1,NA,"a",1,0.0532570384280598
"E2f8",8.28496637188274e-05,0.0647385747276134,0.365,0.243,1,NA,"a",1,0.0647385747276134
"Wrap53",8.32559914476699e-05,0.00758544149575952,0.138,0.071,1,NA,"a",1,0.00758544149575952
"2810403A07Rik",8.33345390606557e-05,0.0554469879739213,0.168,0.094,1,NA,"a",1,0.0554469879739213
"Usb1",8.34453062535467e-05,0.0366534757461463,0.103,0.047,1,NA,"a",1,0.0366534757461463
"Adsl",8.41939501784826e-05,0.0138823077637019,0.403,0.264,1,NA,"a",1,0.0138823077637019
"Cant1",8.46594454853007e-05,0.022508117802417,0.203,0.118,1,NA,"a",1,0.022508117802417
"Tmem229b",8.47381435399351e-05,-0.0146365048522002,0.22,0.128,1,NA,"a",1,-0.0146365048522002
"Sec24b",8.48932880429124e-05,0.0136178254618997,0.303,0.188,1,NA,"a",1,0.0136178254618997
"Dusp2",8.4958053200049e-05,0.0748225576295729,0.27,0.172,1,NA,"a",1,0.0748225576295729
"Tceb3",8.50964733331069e-05,-0.0119681700946671,0.521,0.346,1,NA,"a",1,-0.0119681700946671
"Rars",8.52706501962183e-05,0.040886575892695,0.452,0.306,1,NA,"a",1,0.040886575892695
"Nolc1",8.54256683819548e-05,0.073576074356846,0.411,0.278,1,NA,"a",1,0.073576074356846
"Anapc7",8.55345671869491e-05,0.0135867003017835,0.348,0.224,1,NA,"a",1,0.0135867003017835
"Ccdc43",8.56479820735872e-05,0.0404585040371134,0.17,0.094,1,NA,"a",1,0.0404585040371134
"Ccdc111",8.56867594874921e-05,0.0220216941824634,0.127,0.063,1,NA,"a",1,0.0220216941824634
"Dctn1",8.61393001129112e-05,0.0155398031292523,0.362,0.239,1,NA,"a",1,0.0155398031292523
"Phtf2",8.63447632410602e-05,0.0189619203612398,0.17,0.094,1,NA,"a",1,0.0189619203612398
"Sdad1",8.640959862341e-05,0.0545641172149655,0.217,0.129,1,NA,"a",1,0.0545641172149655
"Mea1",8.6783820062253e-05,0.0610502867084607,0.326,0.212,1,NA,"a",1,0.0610502867084607
"Zbtb41",8.68673613171684e-05,0.0463736119571615,0.124,0.062,1,NA,"a",1,0.0463736119571615
"Gcat",8.7200516415363e-05,0.0423478764756811,0.276,0.173,1,NA,"a",1,0.0423478764756811
"Cct6a",8.73068498930378e-05,0.0667630442567149,0.659,0.477,1,NA,"a",1,0.0667630442567149
"Zfp110",8.74763902968284e-05,0.0552523446291519,0.215,0.129,1,NA,"a",1,0.0552523446291519
"Nub1",8.78387088078067e-05,0.0417366931004867,0.336,0.22,1,NA,"a",1,0.0417366931004867
"Itfg3",8.82692919880215e-05,0.0468968337125813,0.202,0.119,1,NA,"a",1,0.0468968337125813
"Gopc",8.8303442509819e-05,0.0443758799389646,0.159,0.087,1,NA,"a",1,0.0443758799389646
"Rpl22",8.83046426244997e-05,0.0853380285409651,0.641,0.478,1,NA,"a",1,0.0853380285409651
"Jmjd6",8.89506890074627e-05,0.0163650304262166,0.226,0.135,1,NA,"a",1,0.0163650304262166
"Bin1",8.9014460244677e-05,0.0222018592201365,0.473,0.319,1,NA,"a",1,0.0222018592201365
"Tigd2",8.94060270614943e-05,0.0282072293681836,0.142,0.075,1,NA,"a",1,0.0282072293681836
"Ivns1abp",8.96695654950995e-05,0.029259058023488,0.488,0.332,1,NA,"a",1,0.029259058023488
"Atmin",8.97540961555518e-05,0.0336883787378204,0.232,0.14,1,NA,"a",1,0.0336883787378204
"Tcirg1",8.9863597588425e-05,0.0210578369232663,0.138,0.071,1,NA,"a",1,0.0210578369232663
"Tmem14c",9.01120999333696e-05,0.00663903337833982,0.529,0.36,1,NA,"a",1,0.00663903337833982
"Kat7",9.01957510816745e-05,0.0276678884688017,0.376,0.245,1,NA,"a",1,0.0276678884688017
"Gng2",9.02787117402357e-05,0.00680014732720113,0.353,0.231,1,NA,"a",1,0.00680014732720113
"Spag9",9.03271896161218e-05,0.00751479331568783,0.273,0.169,1,NA,"a",1,0.00751479331568783
"Gen1",9.0363166254151e-05,0.0704366855754757,0.179,0.101,1,NA,"a",1,0.0704366855754757
"Clasrp",9.06198493317061e-05,0.0685206574466181,0.159,0.087,1,NA,"a",1,0.0685206574466181
"Lsg1",9.12868170532098e-05,-0.00890530376923204,0.259,0.155,1,NA,"a",1,-0.00890530376923204
"Med11",9.13331567330921e-05,0.0136650129617678,0.233,0.139,1,NA,"a",1,0.0136650129617678
"Hps3",9.14200915782842e-05,0.039117629687942,0.106,0.049,1,NA,"a",1,0.039117629687942
"Chd1",9.15349090684165e-05,0.030689174508122,0.379,0.25,1,NA,"a",1,0.030689174508122
"Racgap1",9.20404333907982e-05,0.0315723285114879,0.641,0.464,1,NA,"a",1,0.0315723285114879
"Usp38",9.21610848841251e-05,0.0297078013021409,0.389,0.26,1,NA,"a",1,0.0297078013021409
"AI462493",9.23324123215284e-05,0.0353163524385978,0.208,0.123,1,NA,"a",1,0.0353163524385978
"Cenpf",9.23650242828171e-05,0.0487766615747991,0.468,0.331,1,NA,"a",1,0.0487766615747991
"Pgs1",9.23940084988008e-05,0.0125554367743951,0.2,0.115,1,NA,"a",1,0.0125554367743951
"Chid1",9.25136759667776e-05,0.0534791959030814,0.13,0.067,1,NA,"a",1,0.0534791959030814
"Rpl17",9.26392622790063e-05,-0.200269167617492,0.783,0.728,1,NA,"a",1,-0.200269167617492
"Gas5",9.2777539947263e-05,0.0756472754108481,0.438,0.3,1,NA,"a",1,0.0756472754108481
"4930427A07Rik",9.31059252557495e-05,0.0406441611679494,0.17,0.095,1,NA,"a",1,0.0406441611679494
"Hnrnph2",9.34197114439143e-05,-0.0128358646919844,0.324,0.204,1,NA,"a",1,-0.0128358646919844
"Gatad2a",9.34501296594103e-05,0.0408519369913828,0.53,0.37,1,NA,"a",1,0.0408519369913828
"Flad1",9.34871762041618e-05,0.0372535838814239,0.124,0.062,1,NA,"a",1,0.0372535838814239
"Rprd1b",9.3647151960149e-05,0.0153320054302047,0.265,0.164,1,NA,"a",1,0.0153320054302047
"Ppp4r2",9.38231161146037e-05,0.0205906467180898,0.315,0.202,1,NA,"a",1,0.0205906467180898
"AI597468",9.39434268427465e-05,0.0236310603524489,0.211,0.123,1,NA,"a",1,0.0236310603524489
"Unc119b",9.40482543234342e-05,-0.0210917571970705,0.262,0.159,1,NA,"a",1,-0.0210917571970705
"Rnf6",9.40661782105804e-05,0.0795803006906881,0.211,0.128,1,NA,"a",1,0.0795803006906881
"Mier1",9.42292672161304e-05,0.00776138979585883,0.494,0.331,1,NA,"a",1,0.00776138979585883
"Gigyf2",9.43375331151879e-05,0.0158341130249899,0.267,0.164,1,NA,"a",1,0.0158341130249899
"Mdp1",9.44966532450242e-05,-0.0171623013723771,0.209,0.121,1,NA,"a",1,-0.0171623013723771
"Usp15",9.48138932627279e-05,0.065983823196022,0.427,0.295,1,NA,"a",1,0.065983823196022
"Usp4",9.49738942753063e-05,0.010430750720846,0.52,0.351,1,NA,"a",1,0.010430750720846
"Nr2c2ap",9.50324786549785e-05,0.021739520589476,0.191,0.11,1,NA,"a",1,0.021739520589476
"Aagab",9.55520888623561e-05,0.0230523984151755,0.18,0.101,1,NA,"a",1,0.0230523984151755
"Ttf1",9.56020056998713e-05,0.0416287991761265,0.168,0.094,1,NA,"a",1,0.0416287991761265
"Lgals9",9.58212710567307e-05,0.0261620991009551,0.426,0.286,1,NA,"a",1,0.0261620991009551
"Flnb",9.62255845999549e-05,0.0343160601613468,0.53,0.358,1,NA,"a",1,0.0343160601613468
"2610318N02Rik",9.62621637077128e-05,0.0542429212014235,0.111,0.053,1,NA,"a",1,0.0542429212014235
"Ints1",9.64221011287177e-05,0.01617021132084,0.221,0.13,1,NA,"a",1,0.01617021132084
"Ssna1",9.65144334608405e-05,0.0148227190702837,0.382,0.25,1,NA,"a",1,0.0148227190702837
"Gatad2b",9.65519250043634e-05,0.048891986663338,0.208,0.123,1,NA,"a",1,0.048891986663338
"Ube2g1",9.66166465372524e-05,0.0470415908780011,0.229,0.138,1,NA,"a",1,0.0470415908780011
"Nelfb",9.6735109592989e-05,0.0346549534995916,0.297,0.19,1,NA,"a",1,0.0346549534995916
"Josd2",9.69949648632567e-05,0.0490188249637971,0.158,0.086,1,NA,"a",1,0.0490188249637971
"Mga",9.70826984357326e-05,0.0181354544005072,0.28,0.173,1,NA,"a",1,0.0181354544005072
"Atf7ip",9.76528506086389e-05,-0.0341908969945341,0.371,0.236,1,NA,"a",1,-0.0341908969945341
"Kdm1b",9.77974661475068e-05,0.0166670470987537,0.188,0.107,1,NA,"a",1,0.0166670470987537
"Cst3",9.80383809947731e-05,-0.015642157867531,0.438,0.287,1,NA,"a",1,-0.015642157867531
"Zcchc7",9.80986516647527e-05,0.0340861691985883,0.159,0.087,1,NA,"a",1,0.0340861691985883
"Psip1",9.82000902406977e-05,0.0488808058637769,0.591,0.427,1,NA,"a",1,0.0488808058637769
"Atp10d",9.83101598760607e-05,0.0369008975928454,0.135,0.07,1,NA,"a",1,0.0369008975928454
"Chmp1a",9.84475854169303e-05,0.0163513881049562,0.32,0.204,1,NA,"a",1,0.0163513881049562
"Wbp4",9.95458731908096e-05,0.0491096190958257,0.211,0.126,1,NA,"a",1,0.0491096190958257
"Rnf181",9.96394827515507e-05,0.00269457753941552,0.168,0.091,1,NA,"a",1,0.00269457753941552
"Rab11fip4",9.96816194412108e-05,0.0403375103794327,0.329,0.215,1,NA,"a",1,0.0403375103794327
"Zfp871",9.98715559226815e-05,0.0611976256481775,0.165,0.092,1,NA,"a",1,0.0611976256481775
"Anapc5",9.99729452623031e-05,0.100985028179653,0.779,0.592,1,NA,"a",1,0.100985028179653
"Snapin",0.000100163604785644,0.0136964246382477,0.121,0.059,1,NA,"a",1,0.0136964246382477
"Cdc16",0.000100252699153355,0.000508522806615175,0.338,0.216,1,NA,"a",1,0.000508522806615175
"Cdr2",0.000100597664828579,0.0239797277707249,0.117,0.057,1,NA,"a",1,0.0239797277707249
"Snx14",0.000100636133193972,0.0235499745617712,0.161,0.087,1,NA,"a",1,0.0235499745617712
"Tmc6",0.000100745936740399,-0.0102518639126612,0.347,0.22,1,NA,"a",1,-0.0102518639126612
"Slc50a1",0.000100896424468114,0.00117858609432372,0.145,0.076,1,NA,"a",1,0.00117858609432372
"Gltscr1l",0.000100916969018727,-0.00428521773020091,0.208,0.12,1,NA,"a",1,-0.00428521773020091
"Csnk2a2",0.000100989251798511,0.00578889705753255,0.212,0.124,1,NA,"a",1,0.00578889705753255
"Pml",0.000101894902962776,0.0334945214196508,0.247,0.15,1,NA,"a",1,0.0334945214196508
"Impdh2",0.00010190284074717,0.0228478110950923,0.502,0.34,1,NA,"a",1,0.0228478110950923
"Nusap1",0.000101934932428255,0.04448749850478,0.415,0.287,1,NA,"a",1,0.04448749850478
"Mysm1",0.000102008818557283,0.0562731601595139,0.183,0.106,1,NA,"a",1,0.0562731601595139
"Wipf1",0.000102786749425279,0.0418492007482918,0.62,0.432,1,NA,"a",1,0.0418492007482918
"Stag2",0.000102789172199892,0.069749607570683,0.579,0.412,1,NA,"a",1,0.069749607570683
"Tmed10",0.000102876245827832,0.0507865142833964,0.438,0.297,1,NA,"a",1,0.0507865142833964
"Cramp1l",0.000103860441929592,0.0596809985688872,0.165,0.092,1,NA,"a",1,0.0596809985688872
"Nup85",0.000103897159840209,0.0266390315813553,0.315,0.201,1,NA,"a",1,0.0266390315813553
"Ppil4",0.000103899012131767,0.0164763651234577,0.247,0.149,1,NA,"a",1,0.0164763651234577
"Hook3",0.000104510283376593,0.0254799233989431,0.189,0.109,1,NA,"a",1,0.0254799233989431
"Fam168a",0.000104519922079267,0.0225052643050846,0.165,0.091,1,NA,"a",1,0.0225052643050846
"Smg9",0.000104537993369429,0.0178512415947868,0.135,0.07,1,NA,"a",1,0.0178512415947868
"Rpa1",0.000104623370060613,0.101610232712579,0.753,0.58,1,NA,"a",1,0.101610232712579
"Tpt1",0.000104971497579308,-0.160447990342146,0.924,0.872,1,NA,"a",1,-0.160447990342146
"Taf1b",0.000105348268460171,0.00198513236787423,0.233,0.139,1,NA,"a",1,0.00198513236787423
"Ppib",0.000105679850588951,0.0486612092745414,0.555,0.387,1,NA,"a",1,0.0486612092745414
"Bloc1s2",0.000106076247905745,0.0375325585589387,0.136,0.071,1,NA,"a",1,0.0375325585589387
"Carkd",0.000107104945450488,0.0161856366114994,0.127,0.064,1,NA,"a",1,0.0161856366114994
"Recql4",0.000108047185196338,0.0586468924741588,0.162,0.09,1,NA,"a",1,0.0586468924741588
"Pttg1ip",0.000108353321394231,0.0270465337422741,0.186,0.106,1,NA,"a",1,0.0270465337422741
"Ndel1",0.000108427936028067,0.025379497073028,0.171,0.096,1,NA,"a",1,0.025379497073028
"Fam193b",0.000109568556096278,0.0448452802772653,0.182,0.104,1,NA,"a",1,0.0448452802772653
"Snhg1",0.000109755078450271,0.0583765060138445,0.235,0.145,1,NA,"a",1,0.0583765060138445
"Gnl3",0.000110108336359364,0.0421532870021376,0.215,0.131,1,NA,"a",1,0.0421532870021376
"Cks1b",0.000110461562446973,-0.00250170752840828,0.262,0.162,1,NA,"a",1,-0.00250170752840828
"Dgcr14",0.000111000487401034,0.00888092165716708,0.156,0.083,1,NA,"a",1,0.00888092165716708
"Abcb7",0.00011109770208421,0.0237940254824304,0.312,0.2,1,NA,"a",1,0.0237940254824304
"Hist1h3i",0.00011122711369738,0.0457016842690831,0.138,0.072,1,NA,"a",1,0.0457016842690831
"Mcm5",0.000111594161272643,0.0976963003023348,0.809,0.635,1,NA,"a",1,0.0976963003023348
"Ercc6l2",0.000112243299159939,0.0569247221150118,0.165,0.092,1,NA,"a",1,0.0569247221150118
"Slc35d1",0.000112624515906946,0.04396219322068,0.153,0.083,1,NA,"a",1,0.04396219322068
"Rad51ap1",0.000112880213974844,0.036664433542499,0.186,0.107,1,NA,"a",1,0.036664433542499
"Atxn3",0.000112972575596108,0.0524866800588967,0.135,0.071,1,NA,"a",1,0.0524866800588967
"Smc3",0.000113333817306193,0.0586829794503267,0.621,0.451,1,NA,"a",1,0.0586829794503267
"Tbrg4",0.00011351231769024,0.0524220996089748,0.286,0.187,1,NA,"a",1,0.0524220996089748
"Hnrnph3",0.000113687718670994,-0.00702187555252795,0.17,0.094,1,NA,"a",1,-0.00702187555252795
"Erc1",0.000113712404678022,0.0277241183189144,0.127,0.064,1,NA,"a",1,0.0277241183189144
"Vgll4",0.000113861502392906,0.0408545972522864,0.238,0.147,1,NA,"a",1,0.0408545972522864
"Wdr48",0.000114360305233596,0.0387174562404921,0.371,0.247,1,NA,"a",1,0.0387174562404921
"Bptf",0.00011450254517956,0.0489006250216909,0.544,0.382,1,NA,"a",1,0.0489006250216909
"Nsa2",0.000114915646216323,0.0132249706143761,0.264,0.164,1,NA,"a",1,0.0132249706143761
"Igbp1",0.000115174389037303,0.0355067964107021,0.408,0.273,1,NA,"a",1,0.0355067964107021
"Cd28",0.000115546553444466,0.0641724386808176,0.679,0.508,1,NA,"a",1,0.0641724386808176
"Ppan",0.000115587422056696,0.0340543497616465,0.23,0.142,1,NA,"a",1,0.0340543497616465
"Rhoa",0.000115745097673671,0.0604098109274394,0.671,0.489,1,NA,"a",1,0.0604098109274394
"Tprkb",0.000116178135493329,0.032166263306235,0.173,0.096,1,NA,"a",1,0.032166263306235
"Sdhb",0.000116560091175931,0.0486026373034028,0.706,0.498,1,NA,"a",1,0.0486026373034028
"Atp10a",0.000117369665301752,0.0545283754776663,0.303,0.197,1,NA,"a",1,0.0545283754776663
"Adar",0.000117798763318872,-0.0190811063655887,0.458,0.303,1,NA,"a",1,-0.0190811063655887
"Ccrn4l",0.000117827550724176,0.041802248758191,0.105,0.049,1,NA,"a",1,0.041802248758191
"Nup155",0.000118061361758668,0.0168422665064639,0.377,0.252,1,NA,"a",1,0.0168422665064639
"Polr2a",0.00011870977447974,0.0422242592388742,0.5,0.348,1,NA,"a",1,0.0422242592388742
"Vipas39",0.000118960094810133,0.0417322236835764,0.194,0.113,1,NA,"a",1,0.0417322236835764
"Surf2",0.000119532933300624,0.0517599970583812,0.133,0.07,1,NA,"a",1,0.0517599970583812
"Idh3b",0.000119632206345301,0.0239754777793167,0.488,0.324,1,NA,"a",1,0.0239754777793167
"Gfpt1",0.000119809159677848,0.0617634336140219,0.471,0.336,1,NA,"a",1,0.0617634336140219
"Vwa9",0.000119957475252392,0.0168398922183314,0.211,0.124,1,NA,"a",1,0.0168398922183314
"Ppp1r15b",0.000119978188075023,0.0645053604185495,0.591,0.422,1,NA,"a",1,0.0645053604185495
"Ppp4r1",0.00012031439936997,0.0382093572659683,0.206,0.121,1,NA,"a",1,0.0382093572659683
"Stra13",0.000120360552899689,-0.00377782698425944,0.302,0.192,1,NA,"a",1,-0.00377782698425944
"Kcmf1",0.000120445955400519,0.0327618506684434,0.403,0.268,1,NA,"a",1,0.0327618506684434
"Ube2n",0.000120786200113309,0.00719618784970794,0.185,0.105,1,NA,"a",1,0.00719618784970794
"Nudt3",0.000120842283206835,0.0371645655362386,0.245,0.152,1,NA,"a",1,0.0371645655362386
"Tomm20",0.000121786312565916,0.0500128860129139,0.288,0.185,1,NA,"a",1,0.0500128860129139
"Esrra",0.000121809797309906,0.0226779229885984,0.15,0.081,1,NA,"a",1,0.0226779229885984
"Mapk1ip1l",0.000122002864948612,0.0209481449569008,0.386,0.255,1,NA,"a",1,0.0209481449569008
"Bora",0.000122382809916987,0.0410979783739035,0.209,0.124,1,NA,"a",1,0.0410979783739035
"Eefsec",0.000122796222603586,0.0121491594124211,0.176,0.097,1,NA,"a",1,0.0121491594124211
"Nrde2",0.000123195551728916,0.0497548216180564,0.147,0.08,1,NA,"a",1,0.0497548216180564
