"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","color","pval_plot","avg_logFC_plot"
"Calm3",2.56131217652078e-06,0.137183399545421,0.885,0.722,0.0370314514481375,NA,"a",0.0370314514481375,0.137183399545421
"Gnpat",2.56169782433362e-06,0.0565735889145897,0.353,0.212,0.0370370271442155,NA,"a",0.0370370271442155,0.0565735889145897
"Prdx3",2.56273492811712e-06,0.0580125048970556,0.203,0.106,0.0370520215907174,NA,"a",0.0370520215907174,0.0580125048970556
"2810004N23Rik",2.56951507401973e-06,0.0808289601696193,0.214,0.115,0.0371500489401773,NA,"a",0.0371500489401773,0.0808289601696193
"Fdx1l",2.5715755673361e-06,0.0331840180559014,0.221,0.116,0.0371798395525454,NA,"a",0.0371798395525454,0.0331840180559014
"B4galnt1",2.57866135123287e-06,0.0755011519726244,0.368,0.225,0.0372822858161248,NA,"a",0.0372822858161248,0.0755011519726244
"Cd99l2",2.58761055378531e-06,0.0755964215841022,0.147,0.067,0.037411673386628,NA,"a",0.037411673386628,0.0755964215841022
"Ppig",2.58910746961022e-06,0.0244468203032052,0.403,0.248,0.0374333157956246,NA,"a",0.0374333157956246,0.0244468203032052
"Ppp1r16b",2.59965686886848e-06,0.0130645452975856,0.412,0.252,0.0375858390101005,NA,"a",0.0375858390101005,0.0130645452975856
"Med17",2.60297937468813e-06,0.0834759868767201,0.276,0.161,0.037633875799241,NA,"a",0.037633875799241,0.0834759868767201
"Zfp869",2.60384032450734e-06,0.0792637910192013,0.111,0.044,0.0376463234117271,NA,"a",0.0376463234117271,0.0792637910192013
"4833439L19Rik",2.60771488880969e-06,0.0511988196758676,0.192,0.099,0.0377023418624104,NA,"a",0.0377023418624104,0.0511988196758676
"Erap1",2.61842632815416e-06,0.083145883362023,0.553,0.37,0.0378572078524529,NA,"a",0.0378572078524529,0.083145883362023
"Zfp397",2.62386756203865e-06,0.0873751831427337,0.12,0.051,0.0379358772119547,NA,"a",0.0379358772119547,0.0873751831427337
"Actb",2.673351431066e-06,0.0679801944038489,1,1,0.0386513149903522,NA,"a",0.0386513149903522,0.0679801944038489
"Rfc5",2.67622270049986e-06,0.0702581577798227,0.48,0.308,0.0386928278038269,NA,"a",0.0386928278038269,0.0702581577798227
"Nr2c2",2.68274302109129e-06,0.0503893405006864,0.408,0.255,0.0387870985989379,NA,"a",0.0387870985989379,0.0503893405006864
"Rpe",2.6895611657241e-06,0.0187792206782501,0.262,0.145,0.038885675334039,NA,"a",0.038885675334039,0.0187792206782501
"BC018507",2.69202017591982e-06,0.0500628591020441,0.239,0.134,0.0389212277034487,NA,"a",0.0389212277034487,0.0500628591020441
"Rpl27a",2.70177934740675e-06,0.0638625600540884,0.602,0.406,0.0390623258048068,NA,"a",0.0390623258048068,0.0638625600540884
"Ireb2",2.72181333196906e-06,0.045845106878154,0.371,0.225,0.0393519771536087,NA,"a",0.0393519771536087,0.045845106878154
"1810043H04Rik",2.74089890704102e-06,0.0533680342412415,0.15,0.07,0.039627916397999,NA,"a",0.039627916397999,0.0533680342412415
"Twsg1",2.74816157142195e-06,0.00774582006189928,0.386,0.233,0.0397329199996185,NA,"a",0.0397329199996185,0.00774582006189928
"1110037F02Rik",2.75119037796624e-06,0.102863876696304,0.611,0.42,0.0397767104846359,NA,"a",0.0397767104846359,0.102863876696304
"Trappc1",2.76451319535522e-06,0.0747266296492179,0.214,0.114,0.0399693317784457,NA,"a",0.0399693317784457,0.0747266296492179
"Fh1",2.77554092367816e-06,0.0892497253859723,0.37,0.229,0.0401287706745388,NA,"a",0.0401287706745388,0.0892497253859723
"Sptssa",2.77917446199158e-06,0.060552273643387,0.388,0.241,0.0401813043714742,NA,"a",0.0401813043714742,0.060552273643387
"Dync1i2",2.7793223297962e-06,0.0410294840201756,0.441,0.277,0.0401834422441934,NA,"a",0.0401834422441934,0.0410294840201756
"Bop1",2.79389802519998e-06,0.0902033459503819,0.342,0.209,0.0403941776483414,NA,"a",0.0403941776483414,0.0902033459503819
"Ctps",2.80085171636733e-06,0.0535775200549527,0.279,0.159,0.0404947141152389,NA,"a",0.0404947141152389,0.0535775200549527
"2610001J05Rik",2.84099567156062e-06,0.0708636771290162,0.117,0.048,0.0410751154194234,NA,"a",0.0410751154194234,0.0708636771290162
"4922501C03Rik",2.84845983237376e-06,0.070874858668262,0.141,0.064,0.0411830322564598,NA,"a",0.0411830322564598,0.070874858668262
"Vbp1",2.85743504370532e-06,0.0676550942308318,0.361,0.225,0.0413127958618915,NA,"a",0.0413127958618915,0.0676550942308318
"Kif2a",2.89303693799206e-06,0.0519006410096068,0.382,0.236,0.0418275280494891,NA,"a",0.0418275280494891,0.0519006410096068
"Osbpl8",2.89454081522438e-06,0.0818594946287589,0.492,0.327,0.0418492711065141,NA,"a",0.0418492711065141,0.0818594946287589
"Kntc1",2.8987264882403e-06,0.0591123839555325,0.37,0.224,0.0419097875669782,NA,"a",0.0419097875669782,0.0591123839555325
"Mtf2",2.90399055216761e-06,0.0891869475258264,0.332,0.204,0.0419858954032393,NA,"a",0.0419858954032393,0.0891869475258264
"Npat",2.90742457789153e-06,0.0470576084567704,0.239,0.131,0.0420355445471557,NA,"a",0.0420355445471557,0.0470576084567704
"Xrcc5",2.93340696125114e-06,0.0793757871235811,0.253,0.145,0.0424111978457689,NA,"a",0.0424111978457689,0.0793757871235811
"Fbxo28",2.93465695435249e-06,0.0648917626384508,0.233,0.128,0.0424292702460283,NA,"a",0.0424292702460283,0.0648917626384508
"Dnajc15",2.93614460635429e-06,0.0555876474018149,0.336,0.206,0.0424507787186704,NA,"a",0.0424507787186704,0.0555876474018149
"D17Wsu104e",2.96396331474902e-06,0.0460675705892239,0.386,0.239,0.0428529816046413,NA,"a",0.0428529816046413,0.0460675705892239
"Myb",2.97197150646388e-06,0.078669214265932,0.365,0.231,0.0429687640404548,NA,"a",0.0429687640404548,0.078669214265932
"Aven",2.99160240617743e-06,0.0441909190914899,0.4,0.249,0.0432525875885133,NA,"a",0.0432525875885133,0.0441909190914899
"Wdr3",3.00393475206753e-06,0.0635529547627807,0.365,0.225,0.0434308886453924,NA,"a",0.0434308886453924,0.0635529547627807
"Mef2d",3.00754556257052e-06,0.0208809118232512,0.22,0.116,0.0434830937436445,NA,"a",0.0434830937436445,0.0208809118232512
"Thoc3",3.01009400215434e-06,0.0275107825132139,0.35,0.212,0.0435199390831475,NA,"a",0.0435199390831475,0.0275107825132139
"Dkkl1",3.01510144511389e-06,0.0661203293621873,0.147,0.067,0.0435923366934566,NA,"a",0.0435923366934566,0.0661203293621873
"Itm2c",3.01722435444168e-06,-0.410421543712116,0.405,0.458,0.0436230297165178,NA,"a",0.0436230297165178,-0.410421543712116
"Ss18",3.03340136662609e-06,0.0643731842965032,0.376,0.231,0.04385691695868,NA,"a",0.04385691695868,0.0643731842965032
"Agpat5",3.0542074911085e-06,0.0500113088727337,0.221,0.12,0.0441577319064466,NA,"a",0.0441577319064466,0.0500113088727337
"Rps6",3.05708826741994e-06,-0.172342558658822,0.932,0.89,0.0441993821703575,NA,"a",0.0441993821703575,-0.172342558658822
"Txndc17",3.05894083604544e-06,0.0406068859934462,0.359,0.217,0.044226166607545,NA,"a",0.044226166607545,0.0406068859934462
"Rbm28",3.05945876392192e-06,0.0537420691416258,0.367,0.229,0.0442336548087831,NA,"a",0.0442336548087831,0.0537420691416258
"Zfp35",3.06428430130291e-06,0.0190501093833621,0.124,0.052,0.0443034224282375,NA,"a",0.0443034224282375,0.0190501093833621
"Ndufaf2",3.06663745962542e-06,0.0838826887301035,0.188,0.097,0.0443374443912643,NA,"a",0.0443374443912643,0.0838826887301035
"Rtn3",3.07146114282184e-06,0.0935948583651574,0.653,0.465,0.0444071852029182,NA,"a",0.0444071852029182,0.0935948583651574
"Mrps25",3.0746409482931e-06,0.076712732509088,0.221,0.121,0.0444531588304216,NA,"a",0.0444531588304216,0.076712732509088
"Prdm1",3.07745564150853e-06,-0.00547576548571116,0.397,0.24,0.0444938536649304,NA,"a",0.0444938536649304,-0.00547576548571116
"Ap2b1",3.08050051404755e-06,0.098869305165656,0.605,0.415,0.0445378764320995,NA,"a",0.0445378764320995,0.098869305165656
"Ttk",3.1071523971648e-06,0.0349945900093226,0.227,0.123,0.0449232093582086,NA,"a",0.0449232093582086,0.0349945900093226
"Acaca",3.11866919612235e-06,0.0546008267525613,0.211,0.111,0.0450897192375369,NA,"a",0.0450897192375369,0.0546008267525613
"Ncmap",3.13195069902195e-06,0.0856426710186151,0.124,0.053,0.0452817432064593,NA,"a",0.0452817432064593,0.0856426710186151
"Rfwd2",3.17572542001236e-06,0.0454925818238461,0.152,0.071,0.0459146381225387,NA,"a",0.0459146381225387,0.0454925818238461
"Ptprs",3.19357131528667e-06,0.0794779556445991,0.179,0.091,0.0461726540764147,NA,"a",0.0461726540764147,0.0794779556445991
"Cep55",3.20042434567292e-06,0.0773433613531302,0.38,0.236,0.0462717351897391,NA,"a",0.0462717351897391,0.0773433613531302
"Sntb1",3.20055885957351e-06,0.0379161568335901,0.158,0.075,0.0462736799917137,NA,"a",0.0462736799917137,0.0379161568335901
"Kifc1",3.21184812564493e-06,0.068616752774198,0.264,0.15,0.0464369002005743,NA,"a",0.0464369002005743,0.068616752774198
"Ndufs8",3.21470455057443e-06,0.0676507855364186,0.494,0.326,0.0464781983922052,NA,"a",0.0464781983922052,0.0676507855364186
"Hspa14",3.23779613129816e-06,0.0973701220272033,0.52,0.346,0.0468120564663089,NA,"a",0.0468120564663089,0.0973701220272033
"Clpb",3.24349344445668e-06,0.0662424650283551,0.194,0.101,0.0468944282199546,NA,"a",0.0468944282199546,0.0662424650283551
"Mrpl54",3.25254320227784e-06,0.00283310141010795,0.358,0.216,0.047025269618533,NA,"a",0.047025269618533,0.00283310141010795
"Gins1",3.26785788661902e-06,0.0644275373533306,0.245,0.138,0.0472466893247379,NA,"a",0.0472466893247379,0.0644275373533306
"Wac",3.29521004898765e-06,0.0547570100655539,0.435,0.276,0.0476421468882634,NA,"a",0.0476421468882634,0.0547570100655539
"Ryk",3.29907201468256e-06,0.0475130402195093,0.115,0.047,0.0476979831882804,NA,"a",0.0476979831882804,0.0475130402195093
"2610002M06Rik",3.3072647881459e-06,0.0814383782501752,0.18,0.092,0.0478164343070134,NA,"a",0.0478164343070134,0.0814383782501752
"Mrps15",3.31596914324754e-06,0.107421808446127,0.273,0.161,0.047942281873073,NA,"a",0.047942281873073,0.107421808446127
"Arhgef18",3.32043227845175e-06,0.0587038273392409,0.303,0.178,0.0480068098818554,NA,"a",0.0480068098818554,0.0587038273392409
"Hist1h2ae",3.32247214202013e-06,0.123302593098521,0.433,0.291,0.0480363022293271,NA,"a",0.0480363022293271,0.123302593098521
"Marf1",3.3315595168224e-06,0.0501180439223097,0.389,0.238,0.0481676874942183,NA,"a",0.0481676874942183,0.0501180439223097
"Srpk2",3.33270434466756e-06,0.0519238955464029,0.341,0.205,0.0481842394152036,NA,"a",0.0481842394152036,0.0519238955464029
"Zc3h4",3.34071993228399e-06,0.0771178378349167,0.394,0.25,0.048300128780962,NA,"a",0.048300128780962,0.0771178378349167
"Ska3",3.35885124595089e-06,0.0870946472901664,0.194,0.102,0.048562271313958,NA,"a",0.048562271313958,0.0870946472901664
"Rpl21",3.36198572211953e-06,0.138634100488272,0.805,0.649,0.0486075895704041,NA,"a",0.0486075895704041,0.138634100488272
"Sc5d",3.39374327158189e-06,0.0946213104497653,0.233,0.131,0.0490667402205309,NA,"a",0.0490667402205309,0.0946213104497653
"Zmpste24",3.39465051084515e-06,0.0741772959043585,0.3,0.177,0.0490798570857991,NA,"a",0.0490798570857991,0.0741772959043585
"Pold3",3.40829003390278e-06,0.0651494056518003,0.471,0.307,0.0492770573101664,NA,"a",0.0492770573101664,0.0651494056518003
"Vdac3",3.42575845543629e-06,0.0194534910160674,0.355,0.215,0.0495296157486978,NA,"a",0.0495296157486978,0.0194534910160674
"Uxs1",3.44794467642085e-06,0.0384260961796759,0.148,0.068,0.0498503841316927,NA,"a",0.0498503841316927,0.0384260961796759
"Wdr76",3.46726304634528e-06,0.0725561392559435,0.382,0.238,0.0501296891240601,NA,"a",0.0501296891240601,0.0725561392559435
"Mtss1",3.48751174853391e-06,0.104977317597897,0.148,0.071,0.0504224448603032,NA,"a",0.0504224448603032,0.104977317597897
"Hsp90ab1",3.50529330264941e-06,0.119267315783806,0.991,0.96,0.0506795305697052,NA,"a",0.0506795305697052,0.119267315783806
"Zfp961",3.51751492576489e-06,0.0776752753146147,0.118,0.049,0.0508562307967088,NA,"a",0.0508562307967088,0.0776752753146147
"Ddx41",3.57531355024439e-06,0.0513537384074475,0.377,0.234,0.0516918833094334,NA,"a",0.0516918833094334,0.0513537384074475
"Ralgapb",3.57945737277696e-06,0.026918961786864,0.341,0.206,0.0517517946956093,NA,"a",0.0517517946956093,0.026918961786864
"Pmaip1",3.59913951333712e-06,0.0716679073460215,0.133,0.059,0.0520363590838281,NA,"a",0.0520363590838281,0.0716679073460215
"Hdhd2",3.60777409582886e-06,0.0258936998854813,0.127,0.054,0.0521611978774937,NA,"a",0.0521611978774937,0.0258936998854813
"Vkorc1l1",3.65138798085874e-06,0.047619849325591,0.118,0.049,0.0527917674272556,NA,"a",0.0527917674272556,0.047619849325591
"Bin3",3.657327565412e-06,0.0416093594172539,0.212,0.111,0.0528776419407267,NA,"a",0.0528776419407267,0.0416093594172539
"Aaas",3.65861076183439e-06,0.0396415786909935,0.198,0.104,0.0528961943946015,NA,"a",0.0528961943946015,0.0396415786909935
"Mcm7",3.67206859114466e-06,0.0982916822091304,0.706,0.509,0.0530907676907694,NA,"a",0.0530907676907694,0.0982916822091304
"Snrnp48",3.67457339486138e-06,0.0402071466584171,0.142,0.064,0.0531269821429059,NA,"a",0.0531269821429059,0.0402071466584171
"Zfp330",3.69684708914958e-06,0.0457015049300163,0.253,0.143,0.0534490152149246,NA,"a",0.0534490152149246,0.0457015049300163
"2510003E04Rik",3.71156432073076e-06,0.0487211252632753,0.192,0.099,0.0536617969491253,NA,"a",0.0536617969491253,0.0487211252632753
"Blvra",3.77860542561148e-06,0.0432663450126211,0.289,0.171,0.0546310772434907,NA,"a",0.0546310772434907,0.0432663450126211
"Unc13d",3.78271049546503e-06,0.0606605502093482,0.541,0.36,0.0546904283434335,NA,"a",0.0546904283434335,0.0606605502093482
"Chtf18",3.86932602369035e-06,0.0846340384999019,0.197,0.106,0.055942715650515,NA,"a",0.055942715650515,0.0846340384999019
"Sfrs18",3.87666464493316e-06,0.0589123639223781,0.22,0.12,0.0560488174364436,NA,"a",0.0560488174364436,0.0589123639223781
"Nop9",3.88022982411559e-06,0.0706555529634121,0.353,0.217,0.0561003627970633,NA,"a",0.0561003627970633,0.0706555529634121
"Gpatch4",3.89133144736636e-06,0.0562622337884688,0.167,0.082,0.0562608700660228,NA,"a",0.0562608700660228,0.0562622337884688
"Dpp9",3.89159092446476e-06,0.00219407502166674,0.28,0.155,0.0562646215859115,NA,"a",0.0562646215859115,0.00219407502166674
"Pds5b",3.91122895207866e-06,0.0387475141411667,0.53,0.341,0.0565485481891532,NA,"a",0.0565485481891532,0.0387475141411667
"Taok2",3.9268901861785e-06,0.0703419005218753,0.282,0.164,0.0567749783117687,NA,"a",0.0567749783117687,0.0703419005218753
"Arpc4",3.93071196955807e-06,0.096444380912672,0.671,0.473,0.0568302336558705,NA,"a",0.0568302336558705,0.096444380912672
"Pfdn1",3.9575443648422e-06,0.00570088994877649,0.291,0.168,0.0572181764268885,NA,"a",0.0572181764268885,0.00570088994877649
"Atp2b1",3.97705159664398e-06,0.0885228597136221,0.561,0.387,0.0575002119842786,NA,"a",0.0575002119842786,0.0885228597136221
"H2afv",3.99423375549956e-06,0.0367605912844501,0.455,0.293,0.0577486316370126,NA,"a",0.0577486316370126,0.0367605912844501
"Rnf145",4.02811610220677e-06,0.0255279448060466,0.261,0.147,0.0582385026057055,NA,"a",0.0582385026057055,0.0255279448060466
"Timm50",4.05469051646532e-06,0.0608294383254466,0.367,0.229,0.0586227154870557,NA,"a",0.0586227154870557,0.0608294383254466
"Phf14",4.09016651027781e-06,0.0722313286386999,0.3,0.176,0.0591356274055966,NA,"a",0.0591356274055966,0.0722313286386999
"Cyb5r4",4.11694495932108e-06,0.0624862870185596,0.312,0.185,0.0595227902218642,NA,"a",0.0595227902218642,0.0624862870185596
"Ube2m",4.11944432606346e-06,0.0891492124876482,0.562,0.373,0.0595589260662255,NA,"a",0.0595589260662255,0.0891492124876482
"Rnf216",4.12615160838573e-06,0.0753046046524852,0.22,0.121,0.0596558999540409,NA,"a",0.0596558999540409,0.0753046046524852
"Gnpda1",4.13240224694569e-06,0.0572605515042747,0.156,0.075,0.0597462716863408,NA,"a",0.0597462716863408,0.0572605515042747
"Hnrnpll",4.14276648882379e-06,0.0786304745242242,0.547,0.355,0.0598961178954143,NA,"a",0.0598961178954143,0.0786304745242242
"Zw10",4.14466524707389e-06,0.0439638164923973,0.342,0.209,0.0599235701421943,NA,"a",0.0599235701421943,0.0439638164923973
"Nop2",4.15559057910156e-06,0.0883444564407828,0.277,0.162,0.0600815285926503,NA,"a",0.0600815285926503,0.0883444564407828
"Ufd1l",4.1807265327646e-06,0.0315660166214095,0.297,0.173,0.0604449442107106,NA,"a",0.0604449442107106,0.0315660166214095
"Kif2c",4.20321933076926e-06,0.00768928658194201,0.32,0.191,0.0607701450842619,NA,"a",0.0607701450842619,0.00768928658194201
"Paip2b",4.22126987782141e-06,0.0501101921263822,0.179,0.09,0.0610311198935419,NA,"a",0.0610311198935419,0.0501101921263822
"Ntan1",4.24529755587006e-06,0.0342031827284829,0.261,0.147,0.0613785120627693,NA,"a",0.0613785120627693,0.0342031827284829
"Arl3",4.30363473046044e-06,0.0684849834582805,0.13,0.058,0.0622219509329971,NA,"a",0.0622219509329971,0.0684849834582805
"Anapc11",4.30610947750568e-06,0.0382926473802418,0.292,0.172,0.0622577308257771,NA,"a",0.0622577308257771,0.0382926473802418
"Cdca4",4.30754190981955e-06,0.0432363184793139,0.318,0.19,0.062278440932171,NA,"a",0.062278440932171,0.0432363184793139
"Ncbp2",4.33603673310743e-06,0.0512045375003498,0.244,0.137,0.0626904190872672,NA,"a",0.0626904190872672,0.0512045375003498
"Tcp1",4.33827518409368e-06,0.136730303502254,0.824,0.655,0.0627227826116264,NA,"a",0.0627227826116264,0.136730303502254
"Timm22",4.34634638523322e-06,0.0448976685022224,0.288,0.167,0.0628394760377019,NA,"a",0.0628394760377019,0.0448976685022224
"Eif2a",4.38940249910988e-06,0.0582472618787203,0.323,0.192,0.0634619813321306,NA,"a",0.0634619813321306,0.0582472618787203
"Tacc3",4.42113997954063e-06,0.0557398621025793,0.573,0.388,0.0639208418241984,NA,"a",0.0639208418241984,0.0557398621025793
"Atg3",4.4285735263175e-06,0.0482099127598886,0.356,0.217,0.0640283160434983,NA,"a",0.0640283160434983,0.0482099127598886
"Cnih1",4.46050002281066e-06,0.0275055669795089,0.295,0.173,0.0644899093297966,NA,"a",0.0644899093297966,0.0275055669795089
"Crcp",4.4797638777548e-06,0.0578161618962851,0.27,0.153,0.0647684261445789,NA,"a",0.0647684261445789,0.0578161618962851
"Tmed3",4.49268571365962e-06,0.0255160904713921,0.217,0.116,0.0649552500480908,NA,"a",0.0649552500480908,0.0255160904713921
"Noa1",4.49667968947862e-06,0.075009693254788,0.218,0.12,0.0650129949504819,NA,"a",0.0650129949504819,0.075009693254788
"Urgcp",4.52501492758156e-06,0.0715777124445146,0.136,0.062,0.0654226658229741,NA,"a",0.0654226658229741,0.0715777124445146
"Prrc2b",4.54553238094853e-06,0.118616018170114,0.747,0.561,0.0657193071637539,NA,"a",0.0657193071637539,0.118616018170114
"Nelfcd",4.54753824351636e-06,0.0539028592637059,0.298,0.178,0.0657483079247595,NA,"a",0.0657483079247595,0.0539028592637059
"Nsd1",4.55688347203772e-06,0.0829384567970592,0.642,0.439,0.0658834212387214,NA,"a",0.0658834212387214,0.0829384567970592
"Ndufb8",4.63286362753755e-06,0.0651612225163993,0.608,0.405,0.0669819423269379,NA,"a",0.0669819423269379,0.0651612225163993
"Cpm",4.64931997570238e-06,0.0526652159180478,0.153,0.072,0.067219868208705,NA,"a",0.067219868208705,0.0526652159180478
"Stx4a",4.65714126648015e-06,0.0354485522463482,0.283,0.163,0.06733294843077,NA,"a",0.06733294843077,0.0354485522463482
"Ech1",4.70119505556021e-06,0.00761519148830703,0.405,0.247,0.0679698781132895,NA,"a",0.0679698781132895,0.00761519148830703
"Rps8",4.71146594795559e-06,0.138251182880468,0.967,0.891,0.0681183746755419,NA,"a",0.0681183746755419,0.138251182880468
"Aars",4.71460956988654e-06,0.0603569636664386,0.559,0.379,0.0681638251614197,NA,"a",0.0681638251614197,0.0603569636664386
"Irf1",4.72772921313517e-06,0.0931689178385754,0.532,0.365,0.0683535089635083,NA,"a",0.0683535089635083,0.0931689178385754
"Prkag1",4.73143739574073e-06,0.0635764132662905,0.486,0.314,0.0684071218676195,NA,"a",0.0684071218676195,0.0635764132662905
"Rab11fip1",4.77079255098636e-06,0.0573430828655958,0.218,0.118,0.0689761187021607,NA,"a",0.0689761187021607,0.0573430828655958
"Snrpe",4.7795395169299e-06,0.0400048250702413,0.5,0.322,0.0691025823357725,NA,"a",0.0691025823357725,0.0400048250702413
"Tbc1d10b",4.78441272520564e-06,0.0191525315915016,0.323,0.19,0.0691730391810231,NA,"a",0.0691730391810231,0.0191525315915016
"Lars",4.83306359743011e-06,0.0585034808250559,0.371,0.234,0.0698764334916446,NA,"a",0.0698764334916446,0.0585034808250559
"Mrpl47",4.90741211761994e-06,0.0612965625477432,0.142,0.067,0.0709513643965491,NA,"a",0.0709513643965491,0.0612965625477432
"Smarcd2",4.93252594359104e-06,0.0586775379544205,0.436,0.276,0.0713144600924392,NA,"a",0.0713144600924392,0.0586775379544205
"Top1",4.95390543350097e-06,0.076287852434391,0.617,0.429,0.071623564757557,NA,"a",0.071623564757557,0.076287852434391
"Atf6b",4.96192237063775e-06,0.0195420984629659,0.227,0.124,0.0717394736346805,NA,"a",0.0717394736346805,0.0195420984629659
"Adss",4.9996327093617e-06,0.0818257131644498,0.558,0.375,0.0722846897119514,NA,"a",0.0722846897119514,0.0818257131644498
"Puf60",5.01066523897568e-06,0.0934568265768689,0.686,0.487,0.0724441980251103,NA,"a",0.0724441980251103,0.0934568265768689
"Mogs",5.05181793358725e-06,0.0512614667292257,0.398,0.253,0.0730391836838044,NA,"a",0.0730391836838044,0.0512614667292257
"Pex16",5.07220415031023e-06,0.0745301785315425,0.148,0.071,0.0733339276051853,NA,"a",0.0733339276051853,0.0745301785315425
"Ppp1r7",5.08025048349443e-06,0.0332771311244556,0.361,0.219,0.0734502614903625,NA,"a",0.0734502614903625,0.0332771311244556
"Midn",5.08682577344534e-06,0.0222386263985809,0.298,0.177,0.0735453270324728,NA,"a",0.0735453270324728,0.0222386263985809
"Exoc6",5.10107657852349e-06,0.072480597879104,0.136,0.063,0.0737513651722926,NA,"a",0.0737513651722926,0.072480597879104
"Rnf125",5.10150416914742e-06,0.0486452331801769,0.235,0.13,0.0737575472775334,NA,"a",0.0737575472775334,0.0486452331801769
"Polq",5.10434445425239e-06,0.0539244652242965,0.267,0.154,0.0737986121195811,NA,"a",0.0737986121195811,0.0539244652242965
"Smndc1",5.10958540392142e-06,0.0391518651245127,0.236,0.131,0.0738743857698959,NA,"a",0.0738743857698959,0.0391518651245127
"Atp6v1b2",5.14078526186048e-06,0.0532427909152713,0.277,0.164,0.0743254733159788,NA,"a",0.0743254733159788,0.0532427909152713
"Phf19",5.1482318951511e-06,0.0628463947486826,0.218,0.12,0.0744331367400945,NA,"a",0.0744331367400945,0.0628463947486826
"Dhx30",5.1546248142881e-06,0.0748324232682644,0.271,0.159,0.0745255655649773,NA,"a",0.0745255655649773,0.0748324232682644
"Golga4",5.16302822690232e-06,0.0949042530823542,0.259,0.152,0.0746470621045537,NA,"a",0.0746470621045537,0.0949042530823542
"Trappc6b",5.17016370083825e-06,0.0866743870920388,0.192,0.101,0.0747502267867194,NA,"a",0.0747502267867194,0.0866743870920388
"Rabac1",5.19910116619442e-06,0.0267863750081143,0.286,0.167,0.075168604660839,NA,"a",0.075168604660839,0.0267863750081143
"Hadh",5.20719120412423e-06,0.11042466691942,0.358,0.226,0.0752855704292281,NA,"a",0.0752855704292281,0.11042466691942
"Me2",5.20964329733522e-06,0.0868450200846543,0.555,0.375,0.0753210227928727,NA,"a",0.0753210227928727,0.0868450200846543
"Slc44a2",5.22932959571929e-06,0.0815668469805677,0.373,0.236,0.0756056472949095,NA,"a",0.0756056472949095,0.0815668469805677
"Utp20",5.25962153898607e-06,0.0836702526995717,0.277,0.163,0.0760436082106606,NA,"a",0.0760436082106606,0.0836702526995717
"Ncaph",5.29397839833098e-06,0.0410473556036007,0.509,0.341,0.0765403396830693,NA,"a",0.0765403396830693,0.0410473556036007
"Gsg2",5.3071141709036e-06,0.053140524792899,0.25,0.14,0.0767302566829243,NA,"a",0.0767302566829243,0.053140524792899
"Mrpl27",5.33212711800494e-06,0.0559317879985663,0.161,0.078,0.0770918938721155,NA,"a",0.0770918938721155,0.0559317879985663
"Hist1h2ac",5.35529934617621e-06,0.0657882271022695,0.147,0.071,0.0774269179470156,NA,"a",0.0774269179470156,0.0657882271022695
"Apaf1",5.38427437404053e-06,0.0272930128836207,0.392,0.244,0.077845838899878,NA,"a",0.077845838899878,0.0272930128836207
"Adprhl2",5.40760919618343e-06,0.0643492499594388,0.209,0.113,0.07818321375842,NA,"a",0.07818321375842,0.0643492499594388
"Ccdc12",5.41218197269619e-06,0.0371603461750196,0.192,0.101,0.0782493269612415,NA,"a",0.0782493269612415,0.0371603461750196
"Fut11",5.41326476849364e-06,0.0645514494826371,0.103,0.04,0.0782649820228811,NA,"a",0.0782649820228811,0.0645514494826371
"Sltm",5.43877587735375e-06,0.0318305772582987,0.397,0.252,0.0786338216347805,NA,"a",0.0786338216347805,0.0318305772582987
"Rbm45",5.43930370427457e-06,0.0322162599049034,0.273,0.158,0.0786414529564018,NA,"a",0.0786414529564018,0.0322162599049034
"Nkrf",5.44822071392154e-06,0.0686702567051953,0.114,0.048,0.0787703750818776,NA,"a",0.0787703750818776,0.0686702567051953
"Camk2g",5.48112183899071e-06,0.0318968846817784,0.303,0.178,0.0792460595481277,NA,"a",0.0792460595481277,0.0318968846817784
"Usp37",5.49398160439861e-06,0.0891201057850205,0.318,0.196,0.0794319860363951,NA,"a",0.0794319860363951,0.0891201057850205
"Haus3",5.49952928106352e-06,0.0718604239746171,0.241,0.138,0.0795121943456163,NA,"a",0.0795121943456163,0.0718604239746171
"Zfand5",5.51245478704177e-06,0.0355731169789932,0.326,0.197,0.0796990713110499,NA,"a",0.0796990713110499,0.0355731169789932
"Fam98b",5.53596094751607e-06,0.0220942785399002,0.37,0.231,0.0800389233791874,NA,"a",0.0800389233791874,0.0220942785399002
"Prrc2a",5.55411456860911e-06,0.065588680082392,0.577,0.379,0.0803013884329505,NA,"a",0.0803013884329505,0.065588680082392
"Rb1",5.56541812534889e-06,0.0585386202220176,0.315,0.191,0.0804648152562943,NA,"a",0.0804648152562943,0.0585386202220176
"E430025E21Rik",5.5900907338632e-06,0.0751343256982689,0.3,0.181,0.0808215318301942,NA,"a",0.0808215318301942,0.0751343256982689
"Eif3j1",5.62791308782449e-06,0.0358290057138908,0.13,0.058,0.0813683674237665,NA,"a",0.0813683674237665,0.0358290057138908
"Lysmd3",5.6333667516002e-06,0.043703282727145,0.129,0.057,0.0814472164946357,NA,"a",0.0814472164946357,0.043703282727145
"Tma7",5.65233106812308e-06,0.0223245101011676,0.418,0.262,0.0817214025829235,NA,"a",0.0817214025829235,0.0223245101011676
