"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","otherlog"
"Mis18bp1",0.086871491899061,0.0106824747807346,0.179,0.214,1,-0.276573
"Sik3",0.0872509335593045,0.00794599351483871,0.242,0.287,1,-0.162361
"Was",0.087413249721102,0.000800349877254858,0.46,0.536,1,-0.264308
"Oaz1",0.0874333244848652,-0.0302656447379923,0.791,0.879,1,-0.500744
"Skil",0.0875119048392048,0.113742344524405,0.381,0.375,1,0.943158
"Sgcb",0.0881971302911958,-0.0169361208504035,0.104,0.129,1,-0.076671
"Hmbox1",0.088324961967074,0.000481119385358941,0.096,0.119,1,0.241206
"Fchsd2",0.0884190503371412,-0.0116561027003012,0.113,0.14,1,0.618395
"Mrs2",0.0885219673051088,-0.0346837735878973,0.128,0.152,1,-0.486893
"Wdr45b",0.0885987019973245,-0.0215719902831151,0.142,0.171,1,-0.102901
"Trappc10",0.0889874678524403,0.00435688041537508,0.303,0.35,1,-0.283109
"Chic2",0.0890191828593056,0.108317767727526,0.352,0.344,1,0.5124
"Gabarapl2",0.0890443051560126,0.0660477919190815,0.182,0.161,1,0.247809
"Pten",0.0890608016699476,-0.0025290232799301,0.384,0.45,1,-0.642227
"Cdk17",0.0892859578899463,0.126012459567772,0.403,0.41,1,0.613885
"Ubap1",0.0893213474182642,-0.00527943717259083,0.193,0.229,1,0.415254
"Dnase2a",0.0896366652866464,-0.0203259449288794,0.081,0.102,1,-0.615488
"Scarb2",0.0903047109637891,0.00847257888045716,0.293,0.344,1,0.641215
"Ncor1",0.0910011166980176,0.0900919483014579,0.712,0.736,1,0.518999
"Mospd3",0.0911345221417909,0.0142344719448136,0.143,0.174,1,0.428947
"1110012L19Rik",0.0912311682294816,-0.0130616052056034,0.106,0.13,1,0.423674
"Mterfd1",0.0914019600898036,-0.00823288378948624,0.079,0.101,1,NA
"Tmcc1",0.0914391289343126,0.0710286274121394,0.125,0.106,1,0.894724
"Actr6",0.0915439171912447,-0.0251051975204905,0.11,0.134,1,0.0736746
"Zfp777",0.0917090839201967,-0.00991131952390514,0.107,0.132,1,-0.169785
"Mrpl22",0.0917579378004569,-0.0285184299237626,0.087,0.108,1,-0.00267961
"Fopnl",0.0919848199139187,-0.01097592389992,0.272,0.318,1,0.227741
"Bbc3",0.0921130041788553,-0.0464081959440215,0.116,0.141,1,0.314159
"Sirt1",0.0925076412140175,0.0140131654808275,0.236,0.28,1,-0.694426
"Gpank1",0.0930019305556747,-0.00778725874115238,0.176,0.208,1,0.227649
"Mknk2",0.093076967694512,-0.0231506776553041,0.618,0.699,1,-0.589181
"Prkaa1",0.093107156993029,0.0250357280961143,0.193,0.233,1,-0.404907
"Tab2",0.093179967487009,0.13204334547537,0.458,0.472,1,-0.141473
"Tmem194b",0.0932587076186543,0.0465833873442001,0.143,0.123,1,NA
"Mvp",0.0934243180651021,-0.00711761464292338,0.128,0.154,1,-0.495976
"Tlk2",0.0934893499687553,0.0061766774209393,0.291,0.34,1,-0.398827
"Eif2ak3",0.0936329084478437,0.0153621690632338,0.197,0.235,1,-0.627054
"Sirt6",0.0936679149979256,-0.0154483822890872,0.104,0.129,1,0.0823536
"Ap3d1",0.0937953262313452,0.118867076484527,0.427,0.428,1,-0.0363548
"Akr1b3",0.0939759739660904,-0.0349185808456069,0.082,0.102,1,0.736903
"Pacs2",0.0941120317661755,-0.00313714351093727,0.134,0.161,1,-0.284381
"Ino80c",0.0946571326093266,0.0941031905837889,0.254,0.234,1,-0.158066
"Ccdc53",0.0953090377960368,0.0326657849538897,0.301,0.351,1,NA
"Isy1",0.0953476059580775,0.00859261573769243,0.496,0.562,1,-0.240546
"Fam173b",0.0955761868205035,0.00332692062969428,0.097,0.121,1,NA
"Ndfip1",0.0956577840294349,0.011682400031873,0.487,0.559,1,-0.0822865
"Gltp",0.095787918222357,-0.00906895716712275,0.431,0.505,1,0.201402
"2410002F23Rik",0.0962806516776323,-0.00849520896755937,0.094,0.118,1,0.401805
"Cep63",0.0964077846269103,-0.00461743725745029,0.146,0.179,1,0.166958
"1700052N19Rik",0.0970243639877887,0.01775378004815,0.206,0.244,1,NA
"Stim2",0.0974562069295738,0.122066890429532,0.445,0.46,1,0.136957
"Tfdp2",0.0975647943707581,-0.0294997990742423,0.164,0.191,1,-0.283846
"Lamtor3",0.098098889706082,-0.024971355547937,0.094,0.116,1,-0.246999
"Rpl34",0.098282772216576,-0.0353039424280988,0.685,0.788,1,-0.594961
"Dhx16",0.0984370636952634,0.0203075002479532,0.349,0.409,1,-0.134419
"Tspo",0.0986681698105336,0.101754373173461,0.433,0.436,1,0.0921883
"Fam76b",0.0989160904148903,0.00644398036839772,0.266,0.312,1,-0.00363412
"Ppp2r5a",0.0990056583007135,0.0565612411061771,0.639,0.673,1,-0.212136
"Rai1",0.0990392486761495,0.0183474398601364,0.2,0.238,1,0.241861
"Ets2",0.0997768463130321,-0.0104023438559621,0.106,0.131,1,0.123911
"Itch",0.0998105674336346,0.134967395490661,0.346,0.347,1,0.180167
"Lims1",0.0998891947600561,0.0202921687200851,0.413,0.479,1,0.445417
"Spty2d1",0.100021567454982,0.0273838225034033,0.184,0.22,1,-0.7648
"0610030E20Rik",0.100240614737367,0.00523509655171625,0.137,0.168,1,0.177876
"Hist1h3e",0.100661956126131,-0.0127004184644328,0.081,0.101,1,NA
"Ehbp1l1",0.100718803759274,0.0145220916121708,0.196,0.234,1,-0.296272
"Dhx8",0.100967313651352,0.0210480130734812,0.269,0.317,1,0.0278116
"Ddx11",0.101472171784141,-0.00727172486073085,0.143,0.17,1,0.156805
"Hist1h2ak",0.101624528862883,-0.0284153329562434,0.116,0.141,1,NA
"Ube2i",0.101802481253261,0.0896461996389184,0.148,0.129,1,-0.132628
"Gm16039",0.101851681966014,-0.0034140784610602,0.091,0.113,1,NA
"Dcun1d1",0.101926830684775,0.00358051633828821,0.17,0.201,1,-0.256516
"Gtpbp2",0.101988865608705,0.117595777485944,0.245,0.227,1,0.281885
"Tm9sf2",0.102004079477577,-0.00781290245793453,0.366,0.42,1,0.0150705
"Smap1",0.102419283598289,0.123211463257018,0.346,0.342,1,0.401219
"Brwd3",0.102524709012274,0.10067981732226,0.158,0.141,1,-0.325092
"Kdm3a",0.102695551714693,0.129258249654582,0.43,0.433,1,-0.291222
"Adipor2",0.103083867194095,0.0272400552883659,0.5,0.578,1,-0.592536
"Mesdc1",0.103832331314131,-0.0144411128293135,0.112,0.136,1,NA
"Tube1",0.10387128025456,-0.00618325899433123,0.094,0.116,1,-0.466667
"Fam76a",0.103980912832551,-0.0185955863246372,0.145,0.172,1,-0.193112
"Hacl1",0.10418060832469,-0.0217135444402354,0.099,0.12,1,0.910705
"Ip6k2",0.104202421159873,-0.0168118098072239,0.136,0.163,1,-0.111577
"Ring1",0.10428570226828,-0.00942215429413018,0.17,0.203,1,0.431481
"Setd3",0.104322921185224,0.021541759410673,0.246,0.286,1,-0.0425701
"Fadd",0.104716708581815,-0.0316864135881314,0.09,0.11,1,-0.271945
"Trak2",0.104792538299604,0.0208555100836575,0.257,0.299,1,-0.277717
"Ptpn4",0.104828492295364,-0.00763127197592359,0.096,0.119,1,0.392178
"Gpbp1",0.104833519946456,-0.00556886986202676,0.434,0.501,1,0.174495
"Kdm4a",0.105093273088048,0.0917406867612237,0.331,0.318,1,0.0148431
"AI597479",0.105164128478591,-0.00846472629800343,0.112,0.136,1,-0.483896
"Pbx2",0.105621292950402,0.01123228941867,0.146,0.176,1,-0.358812
"Sipa1",0.105665106182665,0.115834155026847,0.425,0.428,1,-0.0605277
"Zfyve20",0.10572165650797,-0.0132165470559681,0.119,0.144,1,NA
"9030624J02Rik",0.106021730097865,-0.033305976129005,0.219,0.251,1,NA
"Rnf19a",0.106420671001169,0.00765850950550745,0.293,0.334,1,-0.0671996
"Herc1",0.106926155190481,0.135124216043682,0.516,0.542,1,0.0296168
"Gltscr1l",0.107061124445361,-0.00983897380483534,0.115,0.14,1,NA
"Gpatch11",0.107263583395555,-0.00520639334583486,0.094,0.116,1,0.558098
"Cc2d1a",0.107359000016841,0.00692341880144451,0.127,0.153,1,0.000644115
"Ikbkg",0.107359932618232,0.120035937560614,0.239,0.223,1,0.206396
"Prrc2b",0.107397612319353,0.103306756717356,0.619,0.651,1,-0.513041
"Hist1h2ag",0.107585769541465,-0.0371415488116259,0.099,0.12,1,NA
"Tmem30a",0.107671156024652,-0.00289738445602561,0.564,0.632,1,-0.214885
"Ccdc88c",0.107749596090803,0.131166299693474,0.31,0.3,1,-0.128963
"Nudt21",0.108272926410229,-0.00746278731178071,0.116,0.141,1,-0.280655
"Rnf44",0.108295117753305,0.120525628750186,0.242,0.229,1,0.0430877
"Ap1m1",0.108466163618114,-0.014997738123841,0.424,0.481,1,0.0992794
"5530601H04Rik",0.108472802228423,-0.0262257279631774,0.085,0.105,1,0.379551
"Crebzf",0.108977195122787,-0.00362673187097451,0.193,0.227,1,0.160423
"Ppp6r1",0.109104072208649,-0.00095785260517145,0.67,0.757,1,-0.0118116
"Osbpl11",0.109190130579683,0.0259480415469714,0.164,0.199,1,-0.0807803
"Ap3b1",0.109526951690315,0.00771077301067291,0.431,0.507,1,0.0106849
"Mzt2",0.109590478029392,-0.00577847821480801,0.097,0.119,1,-0.163376
"Ska2",0.109604036300764,0.0213556637588005,0.136,0.164,1,-0.552715
"Trak1",0.109752303750579,-0.00672598831779467,0.128,0.155,1,-0.338598
"Zfp410",0.109992598046125,0.00299074958436116,0.152,0.182,1,0.0555683
"Spag9",0.110327391356768,0.0381186719517042,0.282,0.335,1,-0.325364
"Fam117b",0.110354514930176,0.140989339674215,0.328,0.325,1,-0.419336
"Chmp2a",0.110716482177609,-0.000286430987517239,0.437,0.51,1,0.332054
"Cdk12",0.112036807493483,0.00462996403024429,0.363,0.416,1,-0.152158
"Cirbp",0.11208552376547,0.0751574214609131,0.209,0.189,1,0.479504
"Bcl2l11",0.112647526516355,0.130674344326601,0.204,0.189,1,-0.0133606
"Huwe1",0.112888452842752,0.00615304662485516,0.748,0.796,1,-0.245242
"Mib2",0.113342343230796,0.0694467269175575,0.13,0.112,1,0.579759
"Gm13157",0.113723795603661,-0.00828170286165433,0.087,0.108,1,NA
"Dnajc14",0.113848106168684,-0.00790008880766069,0.275,0.321,1,0.0797581
"Sbf1",0.11399755587621,0.104609794912816,0.448,0.458,1,0.0801306
"Fuca2",0.114064081611139,-0.00515143147496672,0.216,0.252,1,0.207436
"Bet1l",0.114377806960086,-0.00931135681219522,0.121,0.147,1,0.470068
"Vwa5a",0.114442567168062,0.00309585784331129,0.148,0.176,1,0.201389
"Sit1",0.114493693947862,0.00401495454245993,0.21,0.248,1,0.436617
"Flot2",0.115486108437466,0.0683060503454434,0.216,0.195,1,-0.103219
"Wdr90",0.115880321919977,-0.0169476226775248,0.09,0.11,1,-1.06926
"Lgals3",0.115961573142469,0.207314533325514,0.312,0.298,1,-2.09747
"Hnrnpul1",0.116330081080264,-0.04609214466367,0.718,0.789,1,-0.607249
"Nfkb1",0.117434639482538,0.0141073829801088,0.69,0.757,1,0.0599746
"Rps10",0.117584943352776,-0.0330286476738264,0.745,0.839,1,0.147919
"Rfxap",0.117609331526022,0.00413018236949758,0.188,0.22,1,0.301953
"Klhl36",0.117792278242806,0.0444029823105124,0.11,0.092,1,0.653541
"Stambpl1",0.118283364913226,0.0351416427406013,0.227,0.273,1,0.616451
"Maml2",0.118966996258175,0.0976929471119682,0.194,0.178,1,0.101034
"Tsc22d4",0.119011305532379,0.00471997719851291,0.501,0.578,1,0.351132
"Gpkow",0.119112809350069,0.0188762965993712,0.194,0.232,1,-0.090817
"2310044G17Rik",0.119192877317719,0.0246829338089185,0.113,0.14,1,NA
"Atf6",0.119436500402121,-0.00905777442069267,0.206,0.24,1,-1.4214
"Tpm4",0.119455255098443,-0.0109666027440261,0.587,0.667,1,-0.531194
"Tsc22d2",0.119736992927969,-0.0150907210256566,0.094,0.115,1,-0.498813
"Adprm",0.119853450903116,0.00888607915429604,0.124,0.149,1,-0.245136
"Katnb1",0.121230774989035,-0.00601011764370413,0.125,0.151,1,0.0222319
"Mob4",0.121355306817004,0.0192118617336677,0.206,0.24,1,-0.0264859
"Brf1",0.121632263938994,0.0335217014864527,0.231,0.276,1,0.290791
"Fnbp4",0.121729833265282,0.109881767574546,0.473,0.477,1,0.303012
"Pex6",0.12185955424741,-0.0180411274519814,0.169,0.197,1,0.62127
"Amdhd2",0.121892274273555,0.015337173451885,0.103,0.127,1,-0.208538
"Mau2",0.123101064491007,-0.00794701050842112,0.227,0.263,1,-0.05857
"Nipsnap3b",0.123276130325434,-0.0122256649941643,0.152,0.179,1,0.0383657
"Metap1d",0.123666804528323,0.00489824763934929,0.087,0.109,1,0.873989
"Dvl2",0.12379123546181,4.07310060404065e-05,0.155,0.184,1,-0.297096
"Cdkn3",0.1239837449259,-0.023251225382827,0.099,0.119,1,-0.166559
"Pfkfb3",0.12416330366591,0.0558902720769084,0.161,0.196,1,0.153165
"Pqlc3",0.124532058561169,0.0456264762076784,0.158,0.138,1,0.0552962
"Sfn",0.12465836235297,0.00244562661521441,0.104,0.128,1,0.453428
"Zfyve27",0.124832526731079,0.0647253028858629,0.182,0.164,1,0.196533
"Slc9a3r1",0.124897738649346,0.116372954664043,0.527,0.571,1,0.124027
"Mfap1a",0.125383576397576,-0.0143726004309409,0.107,0.129,1,0.0222917
"Ccdc23",0.125484304763892,0.00420298063717361,0.164,0.195,1,NA
"Impad1",0.126313106731647,0.0197695149929332,0.319,0.374,1,-0.726455
"Gm608",0.126674183206907,0.018040310282833,0.228,0.268,1,0
"Gpr180",0.127730606592343,-0.018971708091491,0.096,0.116,1,-0.0328183
"Swt1",0.128058896990371,-0.00510299860300981,0.121,0.144,1,0.563571
"Numb",0.128092729290088,0.0712887433925302,0.119,0.102,1,0.630048
"Paip2",0.128180933961303,0.0518729640871434,0.579,0.597,1,0.522633
"Lrrc8c",0.128643860618369,-0.00465366189769523,0.431,0.492,1,0.353243
"Jmjd1c",0.128651405865288,0.121139901058795,0.446,0.457,1,0.631053
"Wipi2",0.129149314466617,0.0851316601674049,0.346,0.34,1,-0.497211
"Rreb1",0.129249130556195,0.0190699342038837,0.096,0.12,1,-0.167994
"Ndufa6",0.129443053766838,0.100310471533571,0.525,0.551,1,0.157696
"Cbx4",0.129658883077741,-0.00137734420523972,0.303,0.35,1,-0.0855306
"Cdk16",0.129664786533478,-0.0271496143402733,0.097,0.117,1,-0.266546
"4933427D14Rik",0.129960360707773,0.00220420714352995,0.109,0.132,1,-0.0438651
"Fam50a",0.130116012068424,-0.000618467098520592,0.239,0.273,1,0.338039
"Rbm48",0.13078266300789,-0.0321216329654053,0.082,0.101,1,-0.11676
"Ptcd1",0.131008807458048,-0.00821566993958017,0.13,0.156,1,0.591134
"Slc35b4",0.131406578364617,-0.00912900157448307,0.166,0.193,1,-0.232095
"Frg1",0.131451358602748,-0.00419411669051539,0.33,0.38,1,0.653712
"Zfp444",0.131563207648886,0.00280361233120724,0.118,0.142,1,0.176612
"Ythdc2",0.131589234015152,-0.00449945297795162,0.146,0.172,1,-0.174352
"Tex264",0.131645342582969,-0.00780368622762923,0.181,0.209,1,0.308399
"2310035C23Rik",0.132223861391524,0.0691628065107793,0.181,0.162,1,NA
"Cwc25",0.132384142955694,0.00787780184735781,0.134,0.16,1,0.539233
"Ap4e1",0.132571228860267,0.00536744600527514,0.091,0.112,1,-0.80104
"Dusp11",0.133106911962966,0.0923943493086413,0.518,0.549,1,-0.404345
"Fbxo33",0.133148791595598,0.00136709899948251,0.33,0.382,1,-0.602351
"1110037F02Rik",0.133162929985139,0.00654861183394051,0.543,0.619,1,NA
"Nfatc3",0.133438110120667,0.0668385197175303,0.564,0.594,1,-0.148732
"Kdm4b",0.133448520566831,0.106993314102717,0.158,0.143,1,0.139922
"Srgap2",0.133505781052989,0.0132150580887644,0.179,0.213,1,0.316498
"Fam3c",0.133753264240509,0.00161346261158518,0.275,0.319,1,-0.1601
"Rgs3",0.134048861090131,0.089390475242296,0.23,0.214,1,0.751937
"Ubxn2b",0.13418049481747,-0.00633563155301042,0.099,0.12,1,-0.0262978
"Tbc1d22a",0.134912517699176,0.0845255908196547,0.212,0.192,1,0.13409
"Ripk1",0.134981639639034,0.0305387584837965,0.34,0.399,1,-0.435325
"Foxn2",0.135064758382311,0.081355507087312,0.3,0.288,1,-0.757312
"Atp6v0a2",0.135244114257892,-0.0106583895511198,0.285,0.326,1,-0.0736471
"Gns",0.135586041753782,0.00925851795115873,0.09,0.112,1,0.239544
"Mmgt2",0.136818638659136,-0.00126806378205011,0.134,0.159,1,0.244711
"Ccdc82",0.137534506778444,-0.00355921244264462,0.188,0.218,1,-0.0957526
"Man2c1",0.137887783530783,-0.0202285506251988,0.112,0.133,1,0.177446
"Katna1",0.137938656752803,0.0119643806292727,0.251,0.293,1,0.273521
"Zfp219",0.138569330265955,0.000999186090720194,0.17,0.2,1,0.0673585
"Lta4h",0.138578545527509,-0.00982436116403118,0.421,0.475,1,0.462024
"Dmtf1",0.138620251842501,0.125436133667387,0.207,0.192,1,-0.242226
"Phf14",0.138809908299412,0.00576872319359706,0.303,0.347,1,0.478827
"Ralgapa2",0.138876705043869,0.0170326166785162,0.139,0.165,1,-0.310078
"Acox1",0.139720583114959,0.0117878185279763,0.115,0.139,1,0.0852416
"Tnfrsf1a",0.139912930116958,0.000746177432484924,0.112,0.135,1,0.522804
"Stx6",0.140229964836939,-0.00111226770036549,0.215,0.249,1,0.146411
"Adam17",0.140509594188924,0.030467860030487,0.357,0.417,1,-0.136306
"Pdpr",0.140542646115137,0.00246741930390634,0.116,0.14,1,-0.25268
"Taf1b",0.141545588870612,0.00513508023073972,0.191,0.223,1,0.432592
"Zfp52",0.141841758655569,8.69006444895737e-05,0.169,0.197,1,0.465752
"Serinc1",0.142088130869423,0.0160024397178663,0.369,0.423,1,0.31836
"Chd1",0.142788472929885,-0.00529658586226878,0.53,0.603,1,-0.340373
"Naca",0.143344284732606,-0.0246625476944198,0.628,0.7,1,-0.0955005
"Pex16",0.14356945926756,0.00708893064715813,0.142,0.169,1,0.153487
"Gpatch2",0.14359392639914,0.0829153999698982,0.124,0.108,1,0.697642
"Ppp4r1",0.143852736822512,0.00732470682636938,0.116,0.139,1,-0.19134
"Kctd10",0.144834621474731,-0.0110612160785136,0.343,0.388,1,0.126916
"Arl2bp",0.145317175556001,0.0907265291834413,0.49,0.509,1,-0.380973
"Gps2",0.145405535441545,0.0110290828905539,0.209,0.245,1,0.297144
"Itgal",0.145571949157948,-0.00664080035065506,0.579,0.651,1,0.0548707
"Chp1",0.145817916487895,0.0249730566221019,0.373,0.434,1,-0.514576
"Zfp275",0.146056498759846,-0.009869811731784,0.099,0.119,1,0.121223
"Pxk",0.146723480793774,0.135516570047002,0.23,0.218,1,0.15463
"Cmc1",0.147093512899839,0.0193109940985917,0.148,0.176,1,0.64074
"1700025G04Rik",0.147376728763745,-0.0267495593989539,0.106,0.126,1,-0.770397
"Rcor1",0.147950846450152,0.007270577250995,0.325,0.375,1,-0.255561
"Sh3gl1",0.148025831148854,0.0109894376077467,0.191,0.224,1,0.174981
"Stat2",0.148187591084711,0.0854774396339217,0.21,0.196,1,0.285271
"Slc10a7",0.148393931551739,-0.00508588990396242,0.122,0.145,1,0.122641
"Asb8",0.148689558698439,-0.00127438097464061,0.142,0.167,1,-0.00750839
"Hsdl2",0.148791023509,0.0130856361957755,0.46,0.528,1,0.330915
"Crk",0.148938411848303,0.0331323029992188,0.281,0.329,1,-0.283096
"Atxn3",0.149131549128759,0.00491279164614361,0.184,0.217,1,-0.446541
"Irf2bp2",0.149181480723727,0.0277348848518144,0.248,0.289,1,-0.0439808
"Anxa5",0.149189129779338,0.00623830487346599,0.458,0.534,1,0.665487
"Tspyl3",0.150340193611134,-0.0120282063158729,0.106,0.127,1,-0.0500846
"Cramp1l",0.150558342998183,0.00515588312837401,0.154,0.181,1,-0.501048
"Atf2",0.150735059999177,0.0415528728346143,0.291,0.343,1,0.122437
"Fbxo7",0.151160526555204,0.00211099216510616,0.145,0.171,1,-0.17467
"Slco3a1",0.151257889698452,0.03937227178507,0.212,0.248,1,-0.176855
"Acot9",0.151372534772041,-0.0139548325942015,0.258,0.292,1,0.167063
"H3f3a",0.151390994628729,0.0752881828484784,0.285,0.273,1,0.0572106
"Pgm1",0.151501790934201,-0.0115687727576798,0.146,0.171,1,-0.00487823
"Tmbim6",0.15159229516745,-0.0281675911885071,0.806,0.873,1,0.214778
"Neurl4",0.15242896206564,-0.00421436616398924,0.115,0.138,1,-0.202339
"Atp6ap1",0.152467970413779,0.108585512826262,0.351,0.349,1,0.329468
"Narfl",0.152991548447524,-0.000778013548500212,0.128,0.153,1,NA
"Ap4b1",0.15347107690029,0.00843282378044108,0.146,0.175,1,-0.0609251
"Ercc6l2",0.153586059858169,0.0113565886756488,0.155,0.181,1,-0.115707
"C230081A13Rik",0.153879779925858,0.0659172775115371,0.267,0.314,1,NA
"Tssc1",0.154104009124776,0.00942728325715764,0.242,0.277,1,NA
"Stx12",0.154254376113805,-0.00459482289297347,0.155,0.181,1,-0.0551273
"Stx4a",0.154326311422284,0.0127325110743677,0.282,0.326,1,0.400619
"Ube2j1",0.154524983437346,0.0465247217768556,0.369,0.424,1,-0.282273
"Papss1",0.15491988221103,0.012737642202581,0.146,0.173,1,0.416729
"Tmem60",0.155881659202414,0.00860744182511364,0.136,0.16,1,0.507723
"Ubxn6",0.156270572886487,0.0964231476986691,0.379,0.38,1,0.526686
"Ier5",0.156423193149362,0.0773640299685444,0.237,0.221,1,0.0856853
"Med16",0.156916266011301,-0.0100745628061077,0.119,0.141,1,0.0308559
"Fam118a",0.157606456303896,0.0555809752892089,0.136,0.119,1,-0.0536713
"Zbtb44",0.157691276678557,0.0578851235537816,0.231,0.275,1,-0.0177267
"Atad2b",0.158204397777312,0.102736220462363,0.252,0.238,1,0.111902
"Coro1a",0.158617170472983,0.0237400077932892,0.987,0.996,1,0.0301149
"Nudt16",0.158650071667557,0.0592766757284227,0.16,0.143,1,0.854758
"Gimap5",0.158650821321196,-0.00367271242102429,0.404,0.461,1,0.830468
"Ptgr2",0.159077613231511,0.0300746487639181,0.204,0.239,1,0.219635
"Mllt3",0.159118177103243,0.12811278170456,0.331,0.326,1,0.212446
"Mad2l1bp",0.159283227161486,-0.00301392524110283,0.172,0.2,1,0.205772
"Fcho1",0.159435971989604,-0.00104047990188683,0.41,0.471,1,0.224351
"Mlxip",0.15970947372371,0.0129210682869273,0.173,0.205,1,0.68322
"Arhgef6",0.159755320589139,-0.0152590518312123,0.537,0.617,1,0.0724941
"Icam2",0.15982202765171,0.0700417994098776,0.187,0.171,1,0.268219
"Cnot2",0.159956320662536,0.0255802064948849,0.401,0.471,1,0.279772
"Akap10",0.15997058783791,-0.0240664083177607,0.128,0.15,1,-0.111354
"Zfc3h1",0.16005829519804,0.120485485911273,0.328,0.322,1,0.0322639
"Trib2",0.160295161472685,0.0821081925029576,0.107,0.092,1,-0.395719
"Morc3",0.160600079386741,0.0275139322946101,0.301,0.35,1,-0.216949
"Rngtt",0.161119184001825,0.0212040686570408,0.275,0.311,1,0.2432
"Gbp3",0.1611708968381,0.0514662446185351,0.184,0.216,1,-0.625865
"Trmt1l",0.16158319029818,0.00763329589084522,0.215,0.25,1,0.601524
"Med6",0.162044843239552,0.00206110379576083,0.088,0.107,1,0.34919
"Rnf216",0.162293107948778,0.0859745008097736,0.166,0.15,1,0.190628
"Iah1",0.162342533697022,-0.0158301418945709,0.152,0.177,1,0.492611
"Dusp2",0.162517619585359,-0.000890546437526618,0.384,0.426,1,0.168666
"Stat6",0.163022404415474,0.0220542033749078,0.515,0.585,1,0.0232764
"Rhoa",0.163362882318199,0.0234191589097827,0.446,0.522,1,-0.215112
"Cdc14a",0.165184673893675,0.00936781137583298,0.139,0.165,1,-0.207655
"Zfp143",0.16533816471619,0.0144731925604633,0.155,0.183,1,-0.0374592
"Osbpl2",0.165354473506928,0.0472882950201773,0.182,0.215,1,-0.00562487
"Naa35",0.165603537894277,0.0151065711356707,0.224,0.261,1,0.0530224
"Pigx",0.165619370275791,0.00849721262362813,0.363,0.413,1,0.283873
"Vps52",0.166214146192108,-0.0135191799467914,0.26,0.292,1,-0.048153
"Cnot4",0.166978544767702,0.0200333223664512,0.152,0.179,1,0.160256
"Msantd4",0.167499775532347,0.00097165353015799,0.14,0.163,1,0.0255098
"Zdhhc13",0.167732645355969,0.000218649982056118,0.13,0.153,1,0.108847
"Mettl8",0.167888027809292,0.0117011602360895,0.097,0.117,1,1.08924
"Zhx2",0.168168341502477,0.075814924046904,0.116,0.102,1,0.0453949
"Mdm4",0.168601047995764,0.00767933057107917,0.249,0.283,1,-0.0714172
"Nosip",0.169091597165297,0.0185532734431416,0.328,0.379,1,0.568571
"Fam73a",0.169969197539154,-0.00430800461778769,0.127,0.149,1,NA
"Luc7l2",0.170308020244067,0.0119890567797796,0.578,0.664,1,-0.281076
"Cd2ap",0.170311056675858,0.0182290716575298,0.179,0.208,1,-0.0597985
"Mroh1",0.170473233323771,0.0496253500373762,0.106,0.091,1,-0.41991
"Psd4",0.171242436765231,0.0300384093421838,0.418,0.486,1,0.266436
"Ss18",0.172115638700918,0.110265666450363,0.407,0.425,1,-0.301902
"Def6",0.172117588846947,0.104692317090465,0.587,0.631,1,0.476603
"Pip5k1a",0.172562537809608,0.025472160570775,0.279,0.326,1,-0.570643
"Lsm14b",0.172911378559714,0.0293022528946305,0.222,0.258,1,0.572191
"Dctn5",0.173918731835232,-0.00398450697681424,0.299,0.34,1,-0.0547885
